County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Alamance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.90%,0.80%,0.70%,0.70%,0.80%,0.90%,1.00%,0.90%,1.30%
Alamance,In-State,North Carolina,Fall,Student Headcount,29,30,26,25,24,28,30,31,26,37
Alexander,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%
Alexander,In-State,North Carolina,Fall,Student Headcount,8,4,4,4,6,8,8,5,7,9
Alleghany,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,,0.10%,0.10%
Alleghany,In-State,North Carolina,Fall,Student Headcount,1,1,1,1,,1,1,,2,4
Anson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,,,0.00%,,,0.10%,0.10%,0.10%
Anson,In-State,North Carolina,Fall,Student Headcount,2,1,,,1,,,4,2,2
Ashe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.20%,0.10%,0.10%,0.20%,0.30%,0.30%,0.20%
Ashe,In-State,North Carolina,Fall,Student Headcount,3,5,8,8,5,4,6,8,8,5
Avery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.10%,0.20%,0.10%,,0.10%,0.10%,0.10%,0.10%
Avery,In-State,North Carolina,Fall,Student Headcount,3,5,5,6,2,,2,2,3,4
Beaufort,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.00%,0.10%,0.10%,0.20%,0.20%,0.10%,
Beaufort,In-State,North Carolina,Fall,Student Headcount,2,3,3,1,2,4,7,6,2,
Bertie,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,0.00%,0.10%,0.10%,0.10%,0.00%,0.10%,0.00%,0.00%
Bertie,In-State,North Carolina,Fall,Student Headcount,,,1,2,2,2,1,2,1,1
Bladen,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,0.00%,0.10%,0.10%,0.10%,0.00%,0.10%
Bladen,In-State,North Carolina,Fall,Student Headcount,,,,,1,2,2,2,1,2
Brunswick,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.30%,0.20%,0.20%,0.30%,0.40%,0.30%
Brunswick,In-State,North Carolina,Fall,Student Headcount,5,7,7,6,10,6,8,8,12,9
Buncombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,32.30%,32.20%,32.50%,30.00%,28.30%,27.90%,25.70%,26.20%,26.60%,26.20%
Buncombe,In-State,North Carolina,Fall,Student Headcount,"1,066","1,072","1,110","1,028",961,953,848,833,789,736
Burke,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.80%,1.60%,1.40%,1.50%,1.00%,0.80%,1.00%,1.30%,1.20%,1.00%
Burke,In-State,North Carolina,Fall,Student Headcount,60,53,48,50,33,28,34,40,36,29
Cabarrus,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.60%,1.00%,0.90%,1.10%,1.30%,1.40%,1.10%,1.30%,1.60%
Cabarrus,In-State,North Carolina,Fall,Student Headcount,31,21,34,32,37,46,47,36,39,44
Caldwell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.60%,0.50%,0.60%,0.60%,0.50%,0.40%,0.40%,0.40%,0.50%
Caldwell,In-State,North Carolina,Fall,Student Headcount,17,19,16,20,21,16,12,14,13,14
Camden,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,
Camden,In-State,North Carolina,Fall,Student Headcount,,,,1,2,4,2,2,2,
Carteret,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.40%,0.30%,0.30%,0.20%,0.30%,0.30%,0.40%
Carteret,In-State,North Carolina,Fall,Student Headcount,9,11,11,12,11,11,8,9,9,12
Caswell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,,,,,,,0.00%,0.00%
Caswell,In-State,North Carolina,Fall,Student Headcount,2,1,,,,,,,1,1
Catawba,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.70%,1.30%,1.30%,1.30%,1.70%,1.70%,1.90%,1.80%,1.60%,1.40%
Catawba,In-State,North Carolina,Fall,Student Headcount,55,44,45,45,58,59,64,58,47,38
Chatham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.50%,0.70%,0.90%,1.10%,1.10%,0.90%,0.90%,0.90%,1.00%
Chatham,In-State,North Carolina,Fall,Student Headcount,14,16,24,32,36,36,31,28,26,29
Cherokee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.30%,0.40%,0.40%,0.40%,0.40%,0.30%,0.20%,0.30%
Cherokee,In-State,North Carolina,Fall,Student Headcount,7,9,11,13,12,13,13,11,7,8
Chowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,0.10%,0.10%,0.10%,0.10%,,0.00%,0.00%,0.00%
Chowan,In-State,North Carolina,Fall,Student Headcount,,,2,3,3,2,,1,1,1
Clay,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.10%,0.20%,0.10%,0.20%,0.10%,0.10%,
Clay,In-State,North Carolina,Fall,Student Headcount,3,8,7,4,7,5,5,3,2,
Cleveland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.60%,0.60%,0.60%,0.60%,0.50%,0.50%,0.40%,0.60%,0.70%
Cleveland,In-State,North Carolina,Fall,Student Headcount,23,20,20,19,22,18,18,14,18,19
Columbus,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,,0.10%,,,0.00%,,0.10%
Columbus,In-State,North Carolina,Fall,Student Headcount,2,3,3,,3,,,1,,3
Craven,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.30%,0.30%,0.60%,0.60%,0.50%,0.30%,0.30%,0.30%
Craven,In-State,North Carolina,Fall,Student Headcount,7,9,9,11,19,19,16,10,8,9
Cumberland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.70%,0.60%,0.60%,0.50%,0.60%,0.60%,0.80%,1.10%,1.20%
Cumberland,In-State,North Carolina,Fall,Student Headcount,19,22,21,20,16,21,21,24,32,33
Currituck,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%,0.10%,0.10%
Currituck,In-State,North Carolina,Fall,Student Headcount,2,2,2,4,5,5,5,2,2,4
Dare,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.50%,0.50%,0.30%,0.30%,0.40%,0.50%
Dare,In-State,North Carolina,Fall,Student Headcount,12,12,12,14,17,17,11,9,12,13
Davidson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.30%,0.40%,0.20%,0.30%,0.40%,0.40%,0.50%,0.50%,0.50%
Davidson,In-State,North Carolina,Fall,Student Headcount,12,9,13,8,10,13,13,16,14,15
Davie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.60%,0.60%,0.40%,0.50%,0.50%,0.40%,0.30%
Davie,In-State,North Carolina,Fall,Student Headcount,20,19,19,19,20,15,18,15,12,9
Duplin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.10%,0.10%,0.10%,0.00%,0.10%,0.10%,0.10%,
Duplin,In-State,North Carolina,Fall,Student Headcount,2,1,2,3,4,1,4,4,3,
Durham,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.40%,2.20%,2.20%,2.60%,2.50%,2.60%,2.30%,2.30%,2.00%,2.20%
Durham,In-State,North Carolina,Fall,Student Headcount,78,72,75,89,85,87,75,73,59,61
Edgecombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,,0.10%,0.10%,0.00%,0.00%,0.10%,0.00%,0.00%
Edgecombe,In-State,North Carolina,Fall,Student Headcount,2,1,,2,2,1,1,3,1,1
Forsyth,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.30%,3.20%,3.60%,4.10%,3.60%,3.60%,3.30%,3.30%,3.00%,3.30%
Forsyth,In-State,North Carolina,Fall,Student Headcount,110,105,123,140,123,124,108,105,89,94
Franklin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.20%,0.30%,0.30%,0.20%,0.30%
Franklin,In-State,North Carolina,Fall,Student Headcount,10,11,10,9,9,7,11,10,7,9
Gaston,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.20%,1.00%,1.50%,1.50%,1.80%,1.70%,1.60%,1.70%,1.80%,1.70%
Gaston,In-State,North Carolina,Fall,Student Headcount,38,34,50,53,60,59,54,55,52,47
Gates,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
Gates,In-State,North Carolina,Fall,Student Headcount,,,,1,1,1,1,1,1,
Graham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,,0.00%,0.10%,0.20%,0.20%,0.10%,0.20%
Graham,In-State,North Carolina,Fall,Student Headcount,3,3,4,,1,4,7,5,4,5
Granville,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,0.10%,0.10%,0.20%,0.20%,0.20%,0.10%,0.20%
Granville,In-State,North Carolina,Fall,Student Headcount,1,1,2,3,4,6,7,6,2,5
Greene,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,,,,,,0.00%
Greene,In-State,North Carolina,Fall,Student Headcount,,,,,,,,,,1
Guilford,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.10%,3.30%,3.40%,3.60%,3.60%,3.50%,3.50%,3.40%,3.20%,3.40%
Guilford,In-State,North Carolina,Fall,Student Headcount,102,111,115,122,123,121,114,109,96,96
Halifax,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,,,0.00%,0.20%,0.20%,0.20%,0.20%,0.10%
Halifax,In-State,North Carolina,Fall,Student Headcount,4,4,,,1,6,7,7,5,3
Harnett,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,0.70%,0.40%,0.30%,0.20%,0.20%,0.20%,0.20%,0.10%,0.30%
Harnett,In-State,North Carolina,Fall,Student Headcount,33,23,14,9,6,8,8,6,3,8
Haywood,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.20%,1.80%,1.60%,1.50%,1.90%,1.60%,1.80%,1.60%,1.40%,1.30%
Haywood,In-State,North Carolina,Fall,Student Headcount,71,60,55,50,65,56,61,51,41,37
Henderson,In-State,North Carolina,Fall,% of Total Student Headcount along County,5.90%,5.50%,5.80%,6.10%,5.60%,5.10%,5.20%,4.40%,4.90%,5.20%
Henderson,In-State,North Carolina,Fall,Student Headcount,193,182,199,208,189,175,173,141,146,145
Hertford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,,,,,0.10%,0.00%,0.10%,0.00%
Hertford,In-State,North Carolina,Fall,Student Headcount,1,,,,,,2,1,2,1
Hoke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,,,0.10%,0.10%,0.00%,0.00%,0.00%
Hoke,In-State,North Carolina,Fall,Student Headcount,1,1,2,,,2,2,1,1,1
Hyde,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.00%,0.00%,,,,,,
Hyde,In-State,North Carolina,Fall,Student Headcount,2,1,1,1,,,,,,
Iredell,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.30%,1.50%,1.30%,1.70%,1.40%,1.50%,1.80%,2.10%,2.50%,2.00%
Iredell,In-State,North Carolina,Fall,Student Headcount,43,50,44,59,47,52,60,66,74,57
Jackson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.20%,0.30%,0.40%,0.40%,0.50%,0.30%,0.20%,0.10%
Jackson,In-State,North Carolina,Fall,Student Headcount,10,10,8,9,12,12,15,11,6,3
Johnston,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.60%,0.50%,0.40%,0.40%,0.40%,0.60%,0.90%,0.80%,1.00%
Johnston,In-State,North Carolina,Fall,Student Headcount,12,20,17,14,14,14,21,29,25,28
Jones,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,,,,,0.00%,0.00%
Jones,In-State,North Carolina,Fall,Student Headcount,,,,,,,,,1,1
Lee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.00%,0.20%,0.10%,0.20%,0.20%,0.20%,0.20%,0.10%
Lee,In-State,North Carolina,Fall,Student Headcount,1,2,1,6,5,6,5,6,5,2
Lenoir,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.10%,,0.00%,0.00%,0.00%,,0.10%,
Lenoir,In-State,North Carolina,Fall,Student Headcount,1,2,2,,1,1,1,,2,
Lincoln,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.70%,0.80%,0.80%,0.70%,0.80%,0.80%,0.80%,0.60%
Lincoln,In-State,North Carolina,Fall,Student Headcount,23,24,24,28,26,24,25,25,25,17
Macon,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.50%,0.30%,0.20%,0.30%,0.30%,0.20%,0.30%,0.30%,0.30%
Macon,In-State,North Carolina,Fall,Student Headcount,13,17,9,8,9,10,8,10,8,8
Madison,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.10%,1.20%,1.20%,1.10%,1.10%,1.00%,1.00%,1.00%,1.00%,1.10%
Madison,In-State,North Carolina,Fall,Student Headcount,36,41,41,36,38,34,33,31,29,30
Martin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,,0.10%,0.10%,0.10%,0.10%,,,
Martin,In-State,North Carolina,Fall,Student Headcount,1,,,2,3,2,2,,,
Mcdowell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.90%,0.90%,1.30%,1.70%,1.40%,1.70%,1.90%,1.60%,1.10%
Mcdowell,In-State,North Carolina,Fall,Student Headcount,27,30,32,43,59,48,57,60,46,32
Mecklenburg,In-State,North Carolina,Fall,% of Total Student Headcount along County,7.10%,7.40%,7.80%,7.50%,7.20%,7.40%,7.20%,7.10%,7.90%,8.10%
Mecklenburg,In-State,North Carolina,Fall,Student Headcount,233,245,267,258,246,252,237,225,235,226
