County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Cleveland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.30%,0.30%,0.30%,0.50%,0.50%,0.60%,0.60%
Cleveland,In-State,North Carolina,Fall,Student Headcount,30,35,34,27,26,31,43,49,52,55
Columbus,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.40%,0.40%,0.40%,0.40%,0.30%,0.40%,0.50%,0.60%,0.50%
Columbus,In-State,North Carolina,Fall,Student Headcount,29,36,35,32,32,31,32,48,55,51
Craven,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.70%,0.60%,0.40%,0.40%,0.40%,0.60%,0.60%,0.60%
Craven,In-State,North Carolina,Fall,Student Headcount,53,52,57,49,35,38,33,55,55,57
Cumberland,In-State,North Carolina,Fall,% of Total Student Headcount along County,4.00%,4.10%,4.20%,4.00%,3.70%,3.80%,4.60%,4.50%,4.50%,4.70%
Cumberland,In-State,North Carolina,Fall,Student Headcount,340,352,360,346,320,351,415,419,419,446
Currituck,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%
Currituck,In-State,North Carolina,Fall,Student Headcount,9,4,3,4,5,5,7,8,3,2
Dare,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%
Dare,In-State,North Carolina,Fall,Student Headcount,3,3,2,2,,1,1,4,2,4
Davidson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,1.00%,0.90%,0.90%,0.90%,0.90%,1.10%,1.30%,1.50%,1.30%
Davidson,In-State,North Carolina,Fall,Student Headcount,77,84,80,78,80,82,96,118,144,127
Davie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%
Davie,In-State,North Carolina,Fall,Student Headcount,13,12,13,13,15,11,10,10,8,10
Duplin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.50%,0.50%,0.30%,0.30%,0.40%,0.30%,0.40%
Duplin,In-State,North Carolina,Fall,Student Headcount,39,39,39,45,42,28,30,35,29,35
Durham,In-State,North Carolina,Fall,% of Total Student Headcount along County,4.40%,4.30%,4.20%,4.50%,4.30%,4.80%,4.90%,5.20%,5.20%,5.30%
Durham,In-State,North Carolina,Fall,Student Headcount,374,366,357,386,377,443,441,482,490,499
Edgecombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.70%,0.80%,0.80%,0.70%,0.70%,0.60%,0.70%,0.60%,0.60%
Edgecombe,In-State,North Carolina,Fall,Student Headcount,54,57,69,65,61,63,58,67,60,59
Forsyth,In-State,North Carolina,Fall,% of Total Student Headcount along County,5.50%,5.10%,5.10%,5.40%,5.20%,5.20%,5.80%,6.40%,6.00%,5.30%
Forsyth,In-State,North Carolina,Fall,Student Headcount,470,433,436,463,452,476,529,599,560,506
Franklin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.50%,0.70%,0.60%,0.50%,0.50%,0.50%,0.40%,0.60%,0.50%
Franklin,In-State,North Carolina,Fall,Student Headcount,55,46,56,52,48,43,45,38,53,45
Gaston,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.70%,0.90%,0.80%,0.80%,0.80%,0.90%,0.90%,1.20%,1.40%
Gaston,In-State,North Carolina,Fall,Student Headcount,66,62,74,66,68,69,84,85,109,130
Gates,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Gates,In-State,North Carolina,Fall,Student Headcount,8,5,6,7,10,11,11,12,10,10
Graham,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,
Graham,In-State,North Carolina,Fall,Student Headcount,,,,,1,2,2,2,1,
Granville,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.50%,0.60%,0.60%,0.60%,0.70%,0.60%,0.70%
Granville,In-State,North Carolina,Fall,Student Headcount,47,46,42,45,49,51,56,61,56,64
Greene,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.20%,0.10%,0.20%,0.20%,0.20%,0.10%,0.10%
Greene,In-State,North Carolina,Fall,Student Headcount,12,15,18,14,13,16,16,14,9,13
Guilford,In-State,North Carolina,Fall,% of Total Student Headcount along County,35.10%,34.10%,33.00%,33.30%,31.70%,30.20%,27.40%,25.90%,24.50%,22.20%
Guilford,In-State,North Carolina,Fall,Student Headcount,"3,007","2,901","2,804","2,860","2,778","2,758","2,486","2,410","2,308","2,105"
Halifax,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,1.00%,1.00%,1.00%,0.70%,0.70%,0.70%,0.70%,0.50%,0.60%
Halifax,In-State,North Carolina,Fall,Student Headcount,84,87,89,83,58,61,63,61,51,57
Harnett,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.60%,0.50%,0.60%,0.70%,0.80%,0.70%,0.80%
Harnett,In-State,North Carolina,Fall,Student Headcount,53,48,51,52,45,55,61,70,68,74
Haywood,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,0.00%,0.00%,,,,0.00%
Haywood,In-State,North Carolina,Fall,Student Headcount,,,,,1,1,,,,2
Henderson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%
Henderson,In-State,North Carolina,Fall,Student Headcount,7,8,8,10,10,6,9,8,12,18
Hertford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.50%,0.60%,0.60%,0.60%,0.50%,0.50%,0.40%,0.40%,0.40%
Hertford,In-State,North Carolina,Fall,Student Headcount,48,42,47,52,50,46,48,36,35,42
Hoke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.50%,0.50%,0.50%,0.40%,0.60%,0.40%,0.50%,0.50%
Hoke,In-State,North Carolina,Fall,Student Headcount,28,24,45,42,40,40,50,41,45,49
Hyde,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,
Hyde,In-State,North Carolina,Fall,Student Headcount,3,2,2,3,3,1,1,,,
Iredell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.40%,0.40%,0.50%,0.40%,0.50%,0.60%,0.60%,0.60%,0.70%
Iredell,In-State,North Carolina,Fall,Student Headcount,46,38,32,40,38,50,56,58,61,68
Jackson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Jackson,In-State,North Carolina,Fall,Student Headcount,1,1,1,1,1,1,3,3,4,1
Johnston,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.70%,0.70%,0.80%,0.80%,1.10%,1.10%,1.10%,1.10%,1.10%
Johnston,In-State,North Carolina,Fall,Student Headcount,46,60,62,66,71,104,102,107,105,102
Jones,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%,0.10%,0.10%
Jones,In-State,North Carolina,Fall,Student Headcount,15,12,8,11,5,6,4,6,7,7
Lee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.40%,0.40%,0.30%,0.30%,0.40%,0.50%,0.50%,0.40%,0.50%
Lee,In-State,North Carolina,Fall,Student Headcount,40,35,30,26,27,38,48,44,42,47
Lenoir,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.90%,0.80%,0.80%,0.60%,0.50%,0.60%,0.50%,0.60%,0.60%
Lenoir,In-State,North Carolina,Fall,Student Headcount,54,74,72,72,54,50,50,48,52,55
Lincoln,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Lincoln,In-State,North Carolina,Fall,Student Headcount,9,5,5,4,8,9,8,8,12,11
Macon,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.00%,,0.00%
Macon,In-State,North Carolina,Fall,Student Headcount,1,1,2,1,1,,,1,,1
Madison,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
Madison,In-State,North Carolina,Fall,Student Headcount,2,1,2,1,1,1,,,,
Martin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.20%,0.20%,0.20%
Martin,In-State,North Carolina,Fall,Student Headcount,23,24,24,26,24,26,23,19,20,17
Mcdowell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.10%,0.10%,0.00%
Mcdowell,In-State,North Carolina,Fall,Student Headcount,1,2,1,1,,1,3,5,7,4
Mecklenburg,In-State,North Carolina,Fall,% of Total Student Headcount along County,8.90%,9.60%,10.10%,10.70%,10.20%,10.70%,11.00%,11.70%,12.40%,13.70%
Mecklenburg,In-State,North Carolina,Fall,Student Headcount,763,821,857,916,898,975,998,"1,094","1,167","1,298"
Mitchell,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Mitchell,In-State,North Carolina,Fall,Student Headcount,,,1,1,2,1,1,2,3,2
Montgomery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.20%,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%
Montgomery,In-State,North Carolina,Fall,Student Headcount,11,15,14,15,10,12,20,17,16,16
Moore,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.20%,0.20%,0.20%,0.30%,0.30%,0.20%,0.30%,0.20%
Moore,In-State,North Carolina,Fall,Student Headcount,22,22,21,20,20,24,23,21,25,19
Nash,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.90%,1.00%,1.20%,1.20%,1.10%,1.10%,1.10%,0.90%,1.00%
Nash,In-State,North Carolina,Fall,Student Headcount,75,76,85,100,103,99,104,106,86,96
New Hanover,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.70%,0.80%,0.90%,0.70%,0.70%,0.80%,0.70%,0.70%,0.80%
New Hanover,In-State,North Carolina,Fall,Student Headcount,68,58,71,78,65,62,70,62,64,72
Northampton,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.30%,0.30%,0.20%,0.30%,0.20%,0.20%
Northampton,In-State,North Carolina,Fall,Student Headcount,36,35,33,31,27,25,22,26,23,22
Onslow,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,1.10%,0.90%,0.90%,0.80%,0.80%,0.80%,0.70%,0.80%,0.80%
Onslow,In-State,North Carolina,Fall,Student Headcount,80,97,79,81,74,72,69,64,71,79
Orange,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.80%,0.80%,0.70%,0.80%,0.60%,0.70%,0.60%,0.60%,0.60%
Orange,In-State,North Carolina,Fall,Student Headcount,58,68,68,64,67,59,62,56,53,60
Pamlico,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%
Pamlico,In-State,North Carolina,Fall,Student Headcount,4,3,1,2,2,2,4,4,4,7
Pasquotank,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.50%,0.40%,0.30%,0.30%,0.20%,0.20%,0.20%,0.30%
Pasquotank,In-State,North Carolina,Fall,Student Headcount,32,34,42,33,27,25,20,23,23,32
Pender,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%,0.30%,0.30%,0.30%,0.20%
Pender,In-State,North Carolina,Fall,Student Headcount,16,21,14,16,30,26,26,26,28,19
Perquimans,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%
Perquimans,In-State,North Carolina,Fall,Student Headcount,10,9,9,4,8,7,5,5,3,6
Person,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.30%,0.30%,0.40%,0.40%,0.40%,0.40%,0.40%
Person,In-State,North Carolina,Fall,Student Headcount,35,36,38,30,30,38,35,36,37,39
Pitt,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.20%,1.20%,1.40%,1.30%,1.40%,1.40%,1.50%,1.50%,1.40%,1.50%
Pitt,In-State,North Carolina,Fall,Student Headcount,101,99,116,109,122,132,133,138,136,145
Polk,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,
Polk,In-State,North Carolina,Fall,Student Headcount,2,2,6,5,5,3,2,1,2,
Randolph,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.10%,1.00%,1.00%,0.90%,0.80%,0.80%,0.90%,0.80%,0.90%,0.90%
Randolph,In-State,North Carolina,Fall,Student Headcount,95,88,85,78,68,72,82,78,86,89
Richmond,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.40%,0.50%,0.40%,0.20%,0.30%,0.30%,0.30%,0.30%,0.30%
Richmond,In-State,North Carolina,Fall,Student Headcount,41,37,39,31,18,23,31,25,28,26
Robeson,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,0.80%,1.10%,1.00%,1.00%,0.90%,0.70%,0.60%,0.60%,0.60%
Robeson,In-State,North Carolina,Fall,Student Headcount,84,72,92,89,84,78,64,58,54,56
Rockingham,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.40%,1.60%,1.30%,1.20%,1.10%,1.00%,1.30%,1.20%,1.10%,0.90%
Rockingham,In-State,North Carolina,Fall,Student Headcount,124,135,110,102,99,94,118,110,105,83
Rowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.50%,0.60%,0.70%,0.60%,0.50%,0.60%,0.70%,0.70%,0.80%
Rowan,In-State,North Carolina,Fall,Student Headcount,50,46,53,56,51,50,51,61,65,75
Rutherford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.70%,0.70%,0.60%,0.20%,0.20%,0.20%,0.10%,0.20%,0.20%
Rutherford,In-State,North Carolina,Fall,Student Headcount,53,58,59,55,16,17,17,13,20,22
Sampson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.50%,0.50%,0.40%,0.40%,0.40%,0.50%,0.50%,0.40%,0.30%
Sampson,In-State,North Carolina,Fall,Student Headcount,36,46,42,38,33,41,44,44,41,33
Scotland,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,0.20%,0.30%,0.40%,0.30%,0.30%,0.30%
Scotland,In-State,North Carolina,Fall,Student Headcount,,,,,19,29,34,31,31,27
Stanly,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.20%,0.20%,0.20%,0.10%,0.20%,0.20%,0.20%,0.20%
Stanly,In-State,North Carolina,Fall,Student Headcount,16,22,15,16,16,12,15,16,15,20
Stokes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Stokes,In-State,North Carolina,Fall,Student Headcount,7,8,7,3,7,11,7,7,8,9
Surry,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%
Surry,In-State,North Carolina,Fall,Student Headcount,16,12,9,11,8,4,7,7,12,9
Swain,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%
Swain,In-State,North Carolina,Fall,Student Headcount,1,2,2,3,2,,2,1,1,1
Transylvania,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,,,,,0.00%,0.00%,0.00%,0.00%
Transylvania,In-State,North Carolina,Fall,Student Headcount,2,1,,,,,1,1,1,2
Tyrrell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Tyrrell,In-State,North Carolina,Fall,Student Headcount,4,5,2,2,3,3,3,3,2,2
Union,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.70%,0.70%,0.70%,0.80%,0.80%,0.90%,1.00%,1.30%
Union,In-State,North Carolina,Fall,Student Headcount,52,53,58,56,59,73,77,85,96,120
Vance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.80%,0.70%,0.50%,0.60%,0.50%,0.80%,0.80%,0.70%,0.60%
Vance,In-State,North Carolina,Fall,Student Headcount,54,69,62,45,54,49,72,70,64,54
Wake,In-State,North Carolina,Fall,% of Total Student Headcount along County,7.70%,7.80%,7.90%,8.10%,7.90%,8.10%,9.10%,9.30%,9.80%,10.00%
Wake,In-State,North Carolina,Fall,Student Headcount,662,662,675,698,690,744,828,867,926,943
Warren,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.30%,0.30%,0.30%,0.40%,0.30%,0.30%,0.30%,0.40%,0.30%
Warren,In-State,North Carolina,Fall,Student Headcount,31,29,29,28,31,27,29,32,38,25
Washington,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.20%
Washington,In-State,North Carolina,Fall,Student Headcount,25,25,19,18,18,15,18,16,12,15
Watauga,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,0.00%,0.00%,0.00%,0.10%,0.00%,0.10%,0.00%,0.00%
Watauga,In-State,North Carolina,Fall,Student Headcount,,,3,2,3,5,3,6,4,3
Wayne,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.10%,1.20%,1.00%,1.00%,0.90%,1.00%,0.80%,0.90%,0.90%,0.90%
Wayne,In-State,North Carolina,Fall,Student Headcount,91,99,84,85,81,90,75,83,80,83
Wilkes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Wilkes,In-State,North Carolina,Fall,Student Headcount,10,9,7,8,10,10,11,7,12,11
Wilson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.70%,0.90%,0.80%,0.70%,0.70%,0.90%,0.90%,0.80%
Wilson,In-State,North Carolina,Fall,Student Headcount,62,62,62,73,66,67,65,82,84,72
Yadkin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Yadkin,In-State,North Carolina,Fall,Student Headcount,2,3,5,7,8,8,7,8,10,13
Yancey,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Yancey,In-State,North Carolina,Fall,Student Headcount,1,,,1,2,2,2,2,1,1
Unknown NC,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,5.40%,5.10%,2.90%,2.20%,2.30%,2.50%
Unknown NC,In-State,North Carolina,Fall,Student Headcount,,,,,469,462,262,207,212,232
