County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Cleveland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.30%,0.40%,0.30%,0.50%,0.40%,0.30%,0.30%,0.30%
Cleveland,In-State,North Carolina,Fall,Student Headcount,23,22,18,25,17,28,25,20,22,22
Columbus,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.60%,2.30%,2.10%,2.20%,2.50%,2.80%,2.60%,2.80%,2.60%,2.70%
Columbus,In-State,North Carolina,Fall,Student Headcount,160,140,128,136,150,168,180,200,203,211
Craven,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.50%,0.30%,0.40%,0.30%,0.40%,0.40%,0.40%,0.50%,0.50%
Craven,In-State,North Carolina,Fall,Student Headcount,34,27,19,27,16,25,28,31,42,38
Cumberland,In-State,North Carolina,Fall,% of Total Student Headcount along County,14.70%,13.40%,12.60%,13.70%,13.00%,14.10%,14.90%,16.50%,15.50%,14.70%
Cumberland,In-State,North Carolina,Fall,Student Headcount,890,803,758,850,789,850,"1,013","1,193","1,208","1,144"
Currituck,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%,0.10%,0.10%,0.00%,0.00%
Currituck,In-State,North Carolina,Fall,Student Headcount,4,3,5,4,2,4,7,9,3,2
Dare,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%
Dare,In-State,North Carolina,Fall,Student Headcount,10,7,,4,3,5,4,5,9,6
Davidson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.40%,0.50%,0.50%,0.60%,0.70%,0.70%,0.70%,0.70%
Davidson,In-State,North Carolina,Fall,Student Headcount,30,29,23,34,29,36,48,48,55,54
Davie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.20%,0.10%,0.20%,0.20%,0.10%,0.10%,0.10%
Davie,In-State,North Carolina,Fall,Student Headcount,7,7,9,12,9,10,13,10,11,6
Duplin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.20%,0.40%,0.30%,0.60%,0.70%,0.60%,0.50%,0.60%
Duplin,In-State,North Carolina,Fall,Student Headcount,25,21,15,22,20,34,47,45,41,43
Durham,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.20%,0.90%,0.80%,1.00%,0.80%,1.40%,1.60%,1.50%,1.50%,1.70%
Durham,In-State,North Carolina,Fall,Student Headcount,71,54,48,65,47,87,111,106,115,129
Edgecombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.30%,0.20%,0.20%,0.40%,0.30%,0.20%,0.30%,0.20%
Edgecombe,In-State,North Carolina,Fall,Student Headcount,26,23,19,10,11,23,19,17,20,16
Forsyth,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.30%,1.10%,1.20%,1.20%,1.00%,1.40%,1.40%,1.60%,1.60%,1.40%
Forsyth,In-State,North Carolina,Fall,Student Headcount,76,67,73,76,60,84,97,115,124,109
Franklin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.20%,0.50%,0.40%,0.60%,0.50%,0.50%,0.50%,0.60%
Franklin,In-State,North Carolina,Fall,Student Headcount,14,16,15,33,26,35,35,38,37,49
Gaston,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.60%,0.60%,0.90%,0.80%,0.60%,0.70%,0.80%
Gaston,In-State,North Carolina,Fall,Student Headcount,39,36,35,37,37,57,57,45,56,60
Gates,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%
Gates,In-State,North Carolina,Fall,Student Headcount,3,3,1,3,2,3,2,2,3,7
Graham,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,,,0.00%,0.00%,,
Graham,In-State,North Carolina,Fall,Student Headcount,,,,,,,1,1,,
Granville,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.40%,0.30%,0.30%,0.20%,0.50%,0.50%,0.50%,0.50%,0.50%
Granville,In-State,North Carolina,Fall,Student Headcount,32,21,16,16,13,28,33,33,40,40
Greene,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Greene,In-State,North Carolina,Fall,Student Headcount,6,4,5,4,6,9,7,6,5,4
Guilford,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.00%,1.90%,1.80%,1.70%,1.10%,1.90%,2.10%,2.10%,2.40%,2.80%
Guilford,In-State,North Carolina,Fall,Student Headcount,122,113,109,105,64,113,146,149,186,219
Halifax,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.30%,0.20%,0.20%,0.30%,0.30%,0.20%,0.20%,0.30%
Halifax,In-State,North Carolina,Fall,Student Headcount,9,13,16,11,13,18,22,18,15,25
Harnett,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,1.00%,0.90%,1.00%,1.40%,1.50%,1.50%,1.90%,2.00%,2.00%
Harnett,In-State,North Carolina,Fall,Student Headcount,57,57,52,65,84,90,103,139,152,156
Haywood,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%
Haywood,In-State,North Carolina,Fall,Student Headcount,3,3,3,1,3,1,4,6,5,8
Henderson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.10%,0.10%,0.20%,0.20%,0.20%,0.30%,0.30%
Henderson,In-State,North Carolina,Fall,Student Headcount,6,9,10,9,6,13,15,17,21,21
Hertford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.00%,0.10%,0.10%,0.30%,0.20%,0.20%,0.10%,0.10%
Hertford,In-State,North Carolina,Fall,Student Headcount,1,4,3,7,4,16,14,11,5,5
Hoke,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.40%,3.30%,3.20%,3.40%,3.60%,4.30%,4.00%,4.00%,3.90%,3.90%
Hoke,In-State,North Carolina,Fall,Student Headcount,205,197,191,211,219,257,270,288,305,306
Hyde,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Hyde,In-State,North Carolina,Fall,Student Headcount,,,,1,1,2,1,2,1,2
Iredell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.50%,0.40%,0.40%,0.40%,0.60%,0.80%,0.70%
Iredell,In-State,North Carolina,Fall,Student Headcount,24,21,24,33,26,27,29,43,59,58
Jackson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,0.00%,,0.00%,0.10%,0.10%,0.00%,0.10%,0.10%
Jackson,In-State,North Carolina,Fall,Student Headcount,1,,1,,3,4,5,3,7,8
Johnston,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,1.00%,1.20%,1.40%,1.40%,1.90%,1.90%,1.90%,2.20%,2.40%
Johnston,In-State,North Carolina,Fall,Student Headcount,60,62,71,86,86,115,128,140,172,184
Jones,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Jones,In-State,North Carolina,Fall,Student Headcount,3,4,4,3,3,3,3,3,1,2
Lee,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,0.90%,0.90%,0.90%,0.80%,0.90%,0.70%,0.80%,0.80%,0.80%
Lee,In-State,North Carolina,Fall,Student Headcount,59,56,54,59,48,57,49,57,59,61
Lenoir,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%,0.20%,0.30%,0.20%
Lenoir,In-State,North Carolina,Fall,Student Headcount,9,13,14,14,13,19,18,18,21,18
Lincoln,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.00%,0.10%,0.20%,0.20%,0.20%,0.30%,0.30%
Lincoln,In-State,North Carolina,Fall,Student Headcount,14,10,10,3,4,13,13,15,20,21
Macon,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,0.00%,,0.00%,0.00%,0.10%,0.10%
Macon,In-State,North Carolina,Fall,Student Headcount,,,,,1,,2,3,6,4
Madison,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%
Madison,In-State,North Carolina,Fall,Student Headcount,,,,1,3,2,3,2,2,5
Martin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.00%,0.00%,0.00%,,0.10%,0.00%,0.10%,0.10%
Martin,In-State,North Carolina,Fall,Student Headcount,4,4,3,2,1,,5,3,6,8
Mcdowell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%
Mcdowell,In-State,North Carolina,Fall,Student Headcount,1,1,1,2,2,5,4,6,9,8
Mecklenburg,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.50%,2.90%,2.90%,3.40%,2.80%,4.40%,4.60%,4.50%,5.20%,5.20%
Mecklenburg,In-State,North Carolina,Fall,Student Headcount,209,176,178,210,172,265,313,324,404,403
Mitchell,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,0.00%,,,,,,0.00%,0.00%
Mitchell,In-State,North Carolina,Fall,Student Headcount,,,1,,,,,,1,1
Montgomery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.30%,0.30%,0.20%,0.30%,0.30%,0.30%,0.30%,0.30%
Montgomery,In-State,North Carolina,Fall,Student Headcount,23,23,19,19,14,21,23,23,27,24
Moore,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.60%,3.60%,3.50%,3.30%,2.60%,2.30%,2.60%,2.70%,2.90%,3.10%
Moore,In-State,North Carolina,Fall,Student Headcount,218,216,213,206,160,138,179,198,224,241
Nash,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.40%,0.30%,0.40%,0.30%,0.40%,0.50%,0.50%,0.40%,0.50%
Nash,In-State,North Carolina,Fall,Student Headcount,16,22,17,23,18,23,31,34,31,37
New Hanover,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.10%,1.20%,1.20%,1.10%,1.20%,1.40%,1.40%,1.50%,1.80%,1.80%
New Hanover,In-State,North Carolina,Fall,Student Headcount,69,73,75,67,74,86,92,111,140,139
Northampton,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Northampton,In-State,North Carolina,Fall,Student Headcount,3,4,4,4,4,5,4,4,4,9
Onslow,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.70%,1.60%,1.60%,1.90%,1.70%,2.30%,1.90%,1.40%,1.30%,1.30%
Onslow,In-State,North Carolina,Fall,Student Headcount,103,96,95,119,101,137,132,102,103,104
Orange,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.50%,0.50%,0.40%,0.40%,0.50%,0.50%,0.50%,0.40%,0.40%
Orange,In-State,North Carolina,Fall,Student Headcount,39,31,29,28,27,33,31,33,29,32
Pamlico,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%
Pamlico,In-State,North Carolina,Fall,Student Headcount,2,3,2,2,3,3,1,4,5,4
Pasquotank,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%,0.20%
Pasquotank,In-State,North Carolina,Fall,Student Headcount,5,5,6,8,6,8,9,14,15,12
Pender,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.20%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%
Pender,In-State,North Carolina,Fall,Student Headcount,18,13,23,22,25,27,28,32,34,32
Perquimans,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Perquimans,In-State,North Carolina,Fall,Student Headcount,1,1,,1,1,1,1,2,2,1
Person,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.10%,0.10%,0.10%,0.20%,0.20%,0.30%,0.30%,0.20%
Person,In-State,North Carolina,Fall,Student Headcount,7,9,8,4,6,13,15,23,25,15
Pitt,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.30%,0.60%,0.50%,0.60%,0.90%,1.00%,0.90%,0.80%
Pitt,In-State,North Carolina,Fall,Student Headcount,22,22,21,35,31,39,64,75,69,59
Polk,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.10%
Polk,In-State,North Carolina,Fall,Student Headcount,2,2,4,3,2,1,1,,1,4
Randolph,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.60%,0.60%,0.50%,0.90%,0.80%,0.80%,0.90%,0.90%,1.00%
Randolph,In-State,North Carolina,Fall,Student Headcount,47,38,35,33,55,49,53,63,70,79
Richmond,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.50%,3.30%,2.70%,2.90%,2.90%,3.20%,2.90%,2.50%,2.60%,2.40%
Richmond,In-State,North Carolina,Fall,Student Headcount,209,196,164,178,173,196,196,184,201,188
Robeson,In-State,North Carolina,Fall,% of Total Student Headcount along County,29.40%,34.90%,38.70%,32.90%,36.10%,20.90%,20.80%,19.40%,18.10%,17.70%
Robeson,In-State,North Carolina,Fall,Student Headcount,"1,777","2,096","2,337","2,048","2,190","1,262","1,414","1,403","1,409","1,381"
Rockingham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.60%,0.50%,0.50%,0.30%,0.30%,0.40%,0.40%,0.40%,0.30%
Rockingham,In-State,North Carolina,Fall,Student Headcount,31,35,31,31,19,16,24,29,28,22
Rowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.60%,0.50%,0.60%,0.50%,0.80%,0.60%,0.60%,0.60%,0.50%
Rowan,In-State,North Carolina,Fall,Student Headcount,31,35,30,38,32,48,44,46,47,41
Rutherford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.00%,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%,0.30%
Rutherford,In-State,North Carolina,Fall,Student Headcount,7,4,2,5,5,12,12,16,15,21
Sampson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.60%,0.60%,0.80%,1.10%,1.30%,1.20%,1.00%,1.00%,1.00%
Sampson,In-State,North Carolina,Fall,Student Headcount,45,37,37,51,65,77,81,76,81,79
Scotland,In-State,North Carolina,Fall,% of Total Student Headcount along County,4.30%,4.20%,3.80%,3.40%,4.50%,4.20%,3.60%,3.20%,3.20%,3.00%
Scotland,In-State,North Carolina,Fall,Student Headcount,257,253,230,212,272,251,247,232,251,231
Stanly,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.00%,0.20%,0.20%,0.10%,0.20%,0.20%,0.20%,0.30%
Stanly,In-State,North Carolina,Fall,Student Headcount,12,10,3,10,10,9,17,12,18,20
Stokes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%,0.10%,0.20%
Stokes,In-State,North Carolina,Fall,Student Headcount,3,7,7,6,7,9,14,10,11,15
Surry,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.20%,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%
Surry,In-State,North Carolina,Fall,Student Headcount,10,8,9,14,6,4,7,7,14,13
Swain,In-State,North Carolina,Fall,% of Total Student Headcount along County,,0.00%,,,,,,,0.00%,0.00%
Swain,In-State,North Carolina,Fall,Student Headcount,,1,,,,,,,1,2
Transylvania,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.10%,0.00%
Transylvania,In-State,North Carolina,Fall,Student Headcount,1,2,3,2,3,,1,2,5,2
Union,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.30%,0.90%,0.90%,0.80%,0.60%,0.90%,1.10%,1.10%,1.30%,1.30%
Union,In-State,North Carolina,Fall,Student Headcount,79,51,54,48,37,55,74,82,98,98
Vance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.20%,0.10%,0.20%,0.20%,0.20%,0.20%,0.20%
Vance,In-State,North Carolina,Fall,Student Headcount,8,9,11,11,9,13,15,13,13,19
Wake,In-State,North Carolina,Fall,% of Total Student Headcount along County,4.80%,4.10%,3.90%,4.90%,4.00%,5.80%,5.60%,6.50%,6.80%,6.90%
Wake,In-State,North Carolina,Fall,Student Headcount,293,243,234,307,240,349,383,469,531,541
Warren,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,0.00%,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%
Warren,In-State,North Carolina,Fall,Student Headcount,1,,2,4,1,4,10,5,6,8
Washington,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%
Washington,In-State,North Carolina,Fall,Student Headcount,,,1,1,1,1,3,6,7,4
Watauga,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,0.00%,0.00%,0.00%,0.10%,0.00%,0.10%,0.00%
Watauga,In-State,North Carolina,Fall,Student Headcount,,,,1,3,3,5,3,5,3
Wayne,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.50%,0.60%,0.50%,0.70%,0.70%,0.60%,0.70%,0.80%
Wayne,In-State,North Carolina,Fall,Student Headcount,35,33,31,37,31,43,48,46,54,60
Wilkes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.00%,0.00%,0.10%,0.10%,0.20%,0.20%,0.30%,0.20%
Wilkes,In-State,North Carolina,Fall,Student Headcount,4,2,3,3,4,4,14,18,20,13
Wilson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.50%,0.30%,0.20%,0.20%,0.30%,0.40%,0.30%,0.40%,0.40%
Wilson,In-State,North Carolina,Fall,Student Headcount,24,27,19,14,12,18,29,25,29,32
Yadkin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%,0.00%,0.00%
Yadkin,In-State,North Carolina,Fall,Student Headcount,6,3,6,7,8,8,3,4,2,2
Yancey,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,,0.00%,,,0.00%,0.00%,0.00%,
Yancey,In-State,North Carolina,Fall,Student Headcount,1,,,1,,,1,1,1,
Unknown NC,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,0.60%,0.70%,0.80%,0.20%,0.10%,0.10%
Unknown NC,In-State,North Carolina,Fall,Student Headcount,,,,,35,45,53,17,10,4
