County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Alamance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.80%,0.80%,0.80%,0.90%,0.80%,0.80%,0.80%,0.80%
Alamance,In-State,North Carolina,Fall,Student Headcount,152,155,188,189,211,227,207,208,204,208
Alexander,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.20%,0.20%,0.20%
Alexander,In-State,North Carolina,Fall,Student Headcount,64,66,78,79,83,80,71,58,62,61
Alleghany,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Alleghany,In-State,North Carolina,Fall,Student Headcount,8,11,13,7,7,10,5,6,5,5
Anson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Anson,In-State,North Carolina,Fall,Student Headcount,37,31,32,43,44,42,40,45,47,41
Ashe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Ashe,In-State,North Carolina,Fall,Student Headcount,13,21,25,25,29,24,18,18,16,15
Avery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Avery,In-State,North Carolina,Fall,Student Headcount,8,7,8,9,6,9,10,13,12,13
Beaufort,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%
Beaufort,In-State,North Carolina,Fall,Student Headcount,7,9,7,8,11,15,15,15,17,26
Bertie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Bertie,In-State,North Carolina,Fall,Student Headcount,1,,2,2,3,3,3,3,5,5
Bladen,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%
Bladen,In-State,North Carolina,Fall,Student Headcount,9,10,10,9,7,11,15,9,10,13
Brunswick,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.40%,0.30%,0.30%,0.30%,0.40%,0.40%,0.40%,0.40%
Brunswick,In-State,North Carolina,Fall,Student Headcount,73,78,89,84,85,86,110,100,104,104
Buncombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.30%,1.20%,1.30%,1.40%,1.20%,1.10%,1.00%,1.10%,1.20%,1.20%
Buncombe,In-State,North Carolina,Fall,Student Headcount,308,288,313,342,298,282,272,286,320,326
Burke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.50%,0.60%,0.50%,0.50%,0.50%,0.50%,0.50%
Burke,In-State,North Carolina,Fall,Student Headcount,114,114,116,117,142,127,133,134,130,122
Cabarrus,In-State,North Carolina,Fall,% of Total Student Headcount along County,7.20%,7.30%,7.20%,7.60%,7.30%,7.30%,7.20%,7.20%,7.50%,7.40%
Cabarrus,In-State,North Carolina,Fall,Student Headcount,"1,659","1,708","1,712","1,852","1,829","1,893","1,883","1,891","2,012","1,987"
Caldwell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.50%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%
Caldwell,In-State,North Carolina,Fall,Student Headcount,93,94,113,101,104,113,115,112,105,104
Camden,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%
Camden,In-State,North Carolina,Fall,Student Headcount,5,6,7,8,9,11,16,11,8,9
Carteret,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Carteret,In-State,North Carolina,Fall,Student Headcount,27,39,40,49,49,58,51,46,41,43
Caswell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%
Caswell,In-State,North Carolina,Fall,Student Headcount,3,8,13,12,16,20,20,17,14,8
Catawba,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.90%,2.00%,2.00%,2.10%,2.20%,2.20%,2.10%,1.90%,1.90%,1.80%
Catawba,In-State,North Carolina,Fall,Student Headcount,430,460,479,508,544,556,538,507,503,491
Chatham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.30%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%
Chatham,In-State,North Carolina,Fall,Student Headcount,51,50,54,79,98,96,110,98,105,110
Cherokee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%,0.10%
Cherokee,In-State,North Carolina,Fall,Student Headcount,13,15,9,13,14,23,22,13,19,23
Chowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Chowan,In-State,North Carolina,Fall,Student Headcount,1,3,3,3,3,3,4,2,4,3
Clay,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Clay,In-State,North Carolina,Fall,Student Headcount,7,3,5,5,6,4,4,4,4,5
Cleveland,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.40%,1.30%,1.30%,1.20%,1.20%,1.10%,1.10%,1.00%,1.00%,0.90%
Cleveland,In-State,North Carolina,Fall,Student Headcount,312,299,313,287,293,297,279,271,267,248
Columbus,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Columbus,In-State,North Carolina,Fall,Student Headcount,16,23,20,22,24,27,19,23,23,24
Craven,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.30%,0.20%,0.20%,0.20%,0.20%,0.30%,0.20%,0.30%
Craven,In-State,North Carolina,Fall,Student Headcount,48,57,60,53,57,62,58,66,62,72
Cumberland,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.70%,1.60%,1.60%,1.40%,1.30%,1.20%,1.20%,1.30%,1.40%,1.50%
Cumberland,In-State,North Carolina,Fall,Student Headcount,398,376,371,345,315,313,327,327,375,400
Currituck,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Currituck,In-State,North Carolina,Fall,Student Headcount,9,12,8,16,15,13,16,16,17,22
Dare,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.20%,0.20%,0.10%,0.10%,0.20%,0.20%,0.20%
Dare,In-State,North Carolina,Fall,Student Headcount,20,23,29,37,40,37,36,42,43,47
Davidson,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.10%,1.00%,1.10%,1.40%,1.50%,1.50%,1.50%,1.50%,1.30%,1.20%
Davidson,In-State,North Carolina,Fall,Student Headcount,259,241,255,346,383,383,398,388,347,332
Davie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.40%,0.50%,0.50%,0.50%
Davie,In-State,North Carolina,Fall,Student Headcount,113,113,113,120,125,123,112,127,126,134
Duplin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%
Duplin,In-State,North Carolina,Fall,Student Headcount,7,11,10,10,10,11,14,20,22,22
Durham,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.50%,1.50%,1.60%,1.50%,1.40%,1.40%,1.50%,1.50%,1.60%,1.60%
Durham,In-State,North Carolina,Fall,Student Headcount,342,354,371,363,347,362,404,403,436,443
Edgecombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%
Edgecombe,In-State,North Carolina,Fall,Student Headcount,22,25,22,22,18,20,17,10,11,13
Forsyth,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.10%,3.30%,3.10%,2.80%,2.80%,2.50%,2.70%,2.50%,2.60%,2.70%
Forsyth,In-State,North Carolina,Fall,Student Headcount,717,776,745,692,693,655,712,666,710,723
Franklin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Franklin,In-State,North Carolina,Fall,Student Headcount,33,36,32,32,42,46,47,51,58,51
Gaston,In-State,North Carolina,Fall,% of Total Student Headcount along County,4.10%,4.00%,3.80%,3.60%,3.70%,3.60%,3.50%,3.60%,3.50%,3.40%
Gaston,In-State,North Carolina,Fall,Student Headcount,949,941,910,882,920,935,912,945,945,911
Gates,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Gates,In-State,North Carolina,Fall,Student Headcount,6,5,4,2,1,2,2,2,3,3
Graham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,,,,,0.00%,0.00%,0.00%,0.00%
Graham,In-State,North Carolina,Fall,Student Headcount,1,2,,,,,2,2,4,7
Granville,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.20%,0.10%,0.20%,0.20%,0.20%,0.20%,0.20%
Granville,In-State,North Carolina,Fall,Student Headcount,30,32,26,37,37,43,45,40,55,53
Greene,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Greene,In-State,North Carolina,Fall,Student Headcount,2,3,2,2,4,3,5,5,6,4
Guilford,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.80%,4.00%,4.30%,4.20%,4.10%,4.20%,4.10%,4.10%,4.20%,4.20%
Guilford,In-State,North Carolina,Fall,Student Headcount,867,941,"1,018","1,037","1,025","1,085","1,084","1,064","1,124","1,118"
Halifax,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Halifax,In-State,North Carolina,Fall,Student Headcount,14,14,15,13,22,20,22,20,19,26
Harnett,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.30%,0.30%,0.30%,0.30%,0.40%,0.40%,0.40%
Harnett,In-State,North Carolina,Fall,Student Headcount,35,33,29,74,82,90,86,97,107,105
Haywood,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Haywood,In-State,North Carolina,Fall,Student Headcount,62,67,63,58,57,60,55,51,41,44
Henderson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.60%,0.70%,0.70%,0.60%,0.70%,0.70%,0.70%
Henderson,In-State,North Carolina,Fall,Student Headcount,140,141,144,149,177,168,169,182,183,201
Hertford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Hertford,In-State,North Carolina,Fall,Student Headcount,3,5,5,6,4,7,6,4,3,8
Hoke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%
Hoke,In-State,North Carolina,Fall,Student Headcount,32,26,30,34,31,33,32,39,45,63
Hyde,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,,,,0.00%,0.00%,0.00%
Hyde,In-State,North Carolina,Fall,Student Headcount,,,,,,,,1,3,2
Iredell,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.60%,3.60%,3.80%,3.70%,3.70%,3.60%,3.70%,3.50%,3.50%,3.50%
Iredell,In-State,North Carolina,Fall,Student Headcount,823,837,903,891,934,927,980,923,938,953
Jackson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.10%,0.10%
Jackson,In-State,North Carolina,Fall,Student Headcount,22,15,17,17,17,9,12,13,19,21
Johnston,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.60%,0.60%,0.60%,0.70%,0.70%,0.80%,0.80%
Johnston,In-State,North Carolina,Fall,Student Headcount,88,84,99,151,152,160,175,183,204,222
Jones,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Jones,In-State,North Carolina,Fall,Student Headcount,6,8,9,3,2,4,3,1,1,2
Lee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.10%,0.20%,0.20%,0.30%,0.30%,0.30%,0.30%
Lee,In-State,North Carolina,Fall,Student Headcount,56,51,55,36,48,62,67,79,82,77
Lenoir,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Lenoir,In-State,North Carolina,Fall,Student Headcount,19,20,26,21,15,15,22,26,35,29
Lincoln,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.50%,1.60%,1.50%,1.60%,1.50%,1.50%,1.40%,1.50%,1.40%,1.30%
Lincoln,In-State,North Carolina,Fall,Student Headcount,353,365,368,384,372,392,379,396,377,345
Macon,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%,0.10%
Macon,In-State,North Carolina,Fall,Student Headcount,24,25,18,18,14,14,15,13,15,18
Madison,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Madison,In-State,North Carolina,Fall,Student Headcount,8,6,5,8,10,7,13,11,11,12
Martin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Martin,In-State,North Carolina,Fall,Student Headcount,11,6,5,6,3,2,2,3,6,3
Mcdowell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%,0.10%,0.10%,0.10%
Mcdowell,In-State,North Carolina,Fall,Student Headcount,25,25,19,25,37,43,38,30,37,35
Mecklenburg,In-State,North Carolina,Fall,% of Total Student Headcount along County,36.40%,35.40%,34.20%,32.60%,32.10%,32.00%,31.60%,31.40%,31.50%,30.60%
Mecklenburg,In-State,North Carolina,Fall,Student Headcount,"8,340","8,266","8,159","7,953","8,082","8,272","8,282","8,216","8,489","8,212"
Mitchell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Mitchell,In-State,North Carolina,Fall,Student Headcount,8,13,13,13,11,7,4,7,9,6
Montgomery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Montgomery,In-State,North Carolina,Fall,Student Headcount,26,25,24,31,29,32,32,25,35,30
Moore,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.60%,0.60%,0.50%,0.50%,0.50%,0.40%,0.40%
Moore,In-State,North Carolina,Fall,Student Headcount,143,139,137,143,145,135,130,135,109,120
Nash,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.30%,0.30%,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%
Nash,In-State,North Carolina,Fall,Student Headcount,50,66,65,70,69,72,64,63,60,54
New Hanover,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.90%,0.90%,0.90%,1.00%,1.10%,1.10%,1.10%,1.10%,1.10%
New Hanover,In-State,North Carolina,Fall,Student Headcount,194,204,204,221,260,280,301,286,304,304
Northampton,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Northampton,In-State,North Carolina,Fall,Student Headcount,4,5,3,3,2,2,1,1,1,4
Onslow,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.50%,0.40%,0.40%,0.50%,0.50%,0.40%,0.40%,0.50%,0.50%
Onslow,In-State,North Carolina,Fall,Student Headcount,96,110,105,107,114,119,105,117,123,135
Orange,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,1.00%,1.10%,0.90%,0.90%,0.80%,0.80%,0.90%,0.80%,0.90%
Orange,In-State,North Carolina,Fall,Student Headcount,235,230,253,222,214,209,205,224,221,242
Pamlico,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Pamlico,In-State,North Carolina,Fall,Student Headcount,1,1,4,5,5,4,6,7,6,2
Pasquotank,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Pasquotank,In-State,North Carolina,Fall,Student Headcount,13,14,12,9,10,11,12,11,9,13
Pender,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%,0.30%
Pender,In-State,North Carolina,Fall,Student Headcount,43,46,44,45,47,48,63,88,83,90
Perquimans,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Perquimans,In-State,North Carolina,Fall,Student Headcount,2,2,2,3,2,3,5,2,2,1
Person,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Person,In-State,North Carolina,Fall,Student Headcount,25,24,26,27,19,22,31,24,23,26
Pitt,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.50%,0.50%,0.50%,0.40%,0.40%,0.40%,0.40%,0.40%,0.30%
Pitt,In-State,North Carolina,Fall,Student Headcount,103,121,123,126,103,104,111,95,96,79
Polk,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
