County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Bladen,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.20%,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Bladen,In-State,North Carolina,Fall,Student Headcount,471,452,506,549,411,449,497,492,497,484
Brunswick,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%,0.70%,0.70%,0.70%,0.70%
Brunswick,In-State,North Carolina,Fall,Student Headcount,"1,105","1,112","1,144","1,162","1,183","1,290","1,383","1,448","1,458","1,504"
Buncombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.30%,2.30%,2.40%,2.30%,2.20%,2.20%,2.10%,2.20%,2.10%,2.10%
Buncombe,In-State,North Carolina,Fall,Student Headcount,"4,296","4,357","4,504","4,390","4,348","4,415","4,333","4,469","4,423","4,406"
Burke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.60%,0.60%,0.50%,0.60%,0.60%,0.60%,0.60%
Burke,In-State,North Carolina,Fall,Student Headcount,"1,173","1,170","1,176","1,099","1,082","1,067","1,115","1,140","1,200","1,170"
Cabarrus,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.00%,2.10%,2.10%,2.20%,2.20%,2.20%,2.30%,2.30%,2.50%,2.60%
Cabarrus,In-State,North Carolina,Fall,Student Headcount,"3,712","3,875","3,973","4,233","4,219","4,434","4,588","4,762","5,166","5,322"
Caldwell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%
Caldwell,In-State,North Carolina,Fall,Student Headcount,950,971,997,996,"1,001","1,069","1,032","1,020","1,007",994
Camden,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Camden,In-State,North Carolina,Fall,Student Headcount,241,215,198,200,195,213,220,226,220,227
Carteret,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%
Carteret,In-State,North Carolina,Fall,Student Headcount,979,979,947,945,974,982,"1,007","1,093","1,104","1,045"
Caswell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Caswell,In-State,North Carolina,Fall,Student Headcount,229,231,237,231,235,244,245,250,259,241
Catawba,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.40%,1.40%,1.40%,1.40%,1.40%,1.40%,1.40%,1.30%,1.30%,1.20%
Catawba,In-State,North Carolina,Fall,Student Headcount,"2,692","2,672","2,645","2,670","2,647","2,735","2,797","2,699","2,626","2,496"
Chatham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.50%,0.60%,0.60%,0.70%,0.70%,0.70%,0.80%
Chatham,In-State,North Carolina,Fall,Student Headcount,919,938,937,"1,040","1,164","1,271","1,391","1,476","1,529","1,603"
Cherokee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%
Cherokee,In-State,North Carolina,Fall,Student Headcount,300,296,315,308,306,309,287,257,253,269
Chowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Chowan,In-State,North Carolina,Fall,Student Headcount,252,248,219,216,222,228,216,243,242,210
Clay,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%
Clay,In-State,North Carolina,Fall,Student Headcount,114,123,150,135,117,113,116,107,99,97
Cleveland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.70%,0.70%,0.70%,0.70%,0.70%,0.70%,0.60%,0.60%
Cleveland,In-State,North Carolina,Fall,Student Headcount,"1,359","1,336","1,324","1,339","1,356","1,383","1,375","1,348","1,339","1,298"
Columbus,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.40%,0.40%,0.30%,0.40%,0.40%,0.40%
Columbus,In-State,North Carolina,Fall,Student Headcount,623,636,628,634,684,701,706,746,756,750
Craven,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.80%,0.80%,0.80%,0.70%,0.70%,0.80%,0.70%,0.70%
Craven,In-State,North Carolina,Fall,Student Headcount,"1,467","1,413","1,444","1,472","1,472","1,433","1,477","1,573","1,554","1,542"
Cumberland,In-State,North Carolina,Fall,% of Total Student Headcount along County,4.10%,4.10%,4.00%,3.90%,3.80%,3.80%,3.80%,3.90%,3.80%,3.70%
Cumberland,In-State,North Carolina,Fall,Student Headcount,"7,806","7,727","7,601","7,477","7,463","7,471","7,672","7,943","7,926","7,756"
Currituck,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Currituck,In-State,North Carolina,Fall,Student Headcount,346,316,307,324,310,299,320,356,376,356
Dare,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%
Dare,In-State,North Carolina,Fall,Student Headcount,645,595,570,588,587,583,606,639,629,626
Davidson,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,1.10%,1.10%,1.20%,1.20%,1.20%,1.30%,1.30%,1.30%,1.30%
Davidson,In-State,North Carolina,Fall,Student Headcount,"1,961","1,983","2,083","2,327","2,372","2,431","2,574","2,606","2,761","2,732"
Davie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%
Davie,In-State,North Carolina,Fall,Student Headcount,750,740,763,777,786,788,799,834,795,778
Duplin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%
Duplin,In-State,North Carolina,Fall,Student Headcount,569,589,556,602,631,611,644,647,671,670
Durham,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.80%,3.70%,3.70%,3.70%,3.40%,3.50%,3.50%,3.60%,3.60%,3.70%
Durham,In-State,North Carolina,Fall,Student Headcount,"7,132","6,933","7,035","7,127","6,721","6,899","7,017","7,402","7,484","7,618"
Edgecombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%
Edgecombe,In-State,North Carolina,Fall,Student Headcount,683,684,676,668,645,681,648,624,645,658
Forsyth,In-State,North Carolina,Fall,% of Total Student Headcount along County,4.30%,4.10%,4.00%,3.90%,3.90%,3.80%,3.80%,3.80%,3.70%,3.70%
Forsyth,In-State,North Carolina,Fall,Student Headcount,"8,077","7,638","7,510","7,537","7,614","7,580","7,775","7,889","7,791","7,758"
Franklin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.50%,0.50%,0.50%,0.50%
Franklin,In-State,North Carolina,Fall,Student Headcount,796,813,819,810,853,856,932,986,"1,046","1,063"
Gaston,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.50%,1.50%,1.50%,1.50%,1.50%,1.50%,1.50%,1.60%,1.60%,1.60%
Gaston,In-State,North Carolina,Fall,Student Headcount,"2,861","2,831","2,869","2,821","2,888","3,003","3,120","3,223","3,256","3,224"
Gates,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Gates,In-State,North Carolina,Fall,Student Headcount,165,149,141,146,146,134,133,131,152,161
Graham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Graham,In-State,North Carolina,Fall,Student Headcount,102,87,88,78,77,87,88,95,100,95
Granville,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.50%,0.50%
Granville,In-State,North Carolina,Fall,Student Headcount,829,788,770,783,779,806,813,867,956,951
Greene,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Greene,In-State,North Carolina,Fall,Student Headcount,222,220,196,202,236,244,251,258,254,235
Guilford,In-State,North Carolina,Fall,% of Total Student Headcount along County,8.10%,8.20%,8.00%,8.20%,8.00%,8.00%,7.70%,7.50%,7.20%,7.00%
Guilford,In-State,North Carolina,Fall,Student Headcount,"15,339","15,383","15,146","15,722","15,578","15,798","15,471","15,366","14,990","14,436"
Halifax,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%
Halifax,In-State,North Carolina,Fall,Student Headcount,860,828,815,776,770,780,758,771,784,810
Harnett,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.70%,0.70%,0.80%,0.80%,0.80%,0.90%,0.80%
Harnett,In-State,North Carolina,Fall,Student Headcount,"1,160","1,151","1,139","1,276","1,380","1,496","1,643","1,739","1,783","1,756"
Haywood,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%
Haywood,In-State,North Carolina,Fall,Student Headcount,795,758,732,700,704,739,761,796,799,790
Henderson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.80%,0.80%,0.80%,0.70%,0.70%,0.70%,0.70%,0.70%
Henderson,In-State,North Carolina,Fall,Student Headcount,"1,368","1,391","1,434","1,441","1,479","1,460","1,440","1,409","1,482","1,492"
Hertford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Hertford,In-State,North Carolina,Fall,Student Headcount,382,434,456,469,344,349,342,320,322,358
Hoke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.30%,0.40%,0.40%,0.40%,0.40%,0.40%,0.50%,0.50%,0.50%
Hoke,In-State,North Carolina,Fall,Student Headcount,662,632,666,748,804,815,877,924,964,"1,011"
Hyde,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Hyde,In-State,North Carolina,Fall,Student Headcount,57,54,68,48,64,71,65,60,62,62
Iredell,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.60%,1.60%,1.70%,1.70%,1.70%,1.70%,1.70%,1.70%,1.80%,1.80%
Iredell,In-State,North Carolina,Fall,Student Headcount,"2,978","3,057","3,228","3,264","3,232","3,349","3,523","3,583","3,765","3,792"
Jackson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.30%
Jackson,In-State,North Carolina,Fall,Student Headcount,931,952,913,717,802,820,855,819,762,667
Johnston,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.20%,1.30%,1.30%,1.40%,1.40%,1.50%,1.70%,1.80%,1.90%,1.90%
Johnston,In-State,North Carolina,Fall,Student Headcount,"2,207","2,361","2,438","2,582","2,793","3,061","3,342","3,649","3,901","3,996"
Jones,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%
Jones,In-State,North Carolina,Fall,Student Headcount,131,150,117,118,103,108,110,113,98,104
Lee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%
Lee,In-State,North Carolina,Fall,Student Headcount,964,979,929,953,962,"1,017","1,006",994,981,977
Lenoir,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%
Lenoir,In-State,North Carolina,Fall,Student Headcount,864,872,891,857,843,824,780,780,853,841
Lincoln,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.70%,0.70%,0.60%,0.70%,0.70%,0.70%,0.70%,0.70%
Lincoln,In-State,North Carolina,Fall,Student Headcount,"1,120","1,178","1,231","1,257","1,235","1,320","1,341","1,429","1,458","1,433"
Macon,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Macon,In-State,North Carolina,Fall,Student Headcount,399,375,399,390,410,412,397,410,413,402
Madison,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Madison,In-State,North Carolina,Fall,Student Headcount,178,180,181,203,196,196,194,186,146,153
Martin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Martin,In-State,North Carolina,Fall,Student Headcount,356,350,384,397,366,372,360,369,353,330
Mcdowell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Mcdowell,In-State,North Carolina,Fall,Student Headcount,329,327,351,386,390,426,474,470,504,471
Mecklenburg,In-State,North Carolina,Fall,% of Total Student Headcount along County,10.80%,10.80%,10.80%,10.70%,10.60%,10.90%,10.90%,10.90%,11.20%,11.20%
Mecklenburg,In-State,North Carolina,Fall,Student Headcount,"20,289","20,184","20,416","20,403","20,740","21,707","22,062","22,403","23,323","23,160"
Mitchell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Mitchell,In-State,North Carolina,Fall,Student Headcount,112,115,126,131,119,112,119,135,147,137
Montgomery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%
Montgomery,In-State,North Carolina,Fall,Student Headcount,251,246,241,261,245,252,258,272,320,297
Moore,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.80%,0.80%,0.80%,0.70%,0.70%,0.80%,0.80%,0.80%
Moore,In-State,North Carolina,Fall,Student Headcount,"1,524","1,493","1,497","1,467","1,465","1,438","1,490","1,557","1,670","1,748"
Nash,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.80%,0.80%,0.80%,0.70%,0.70%,0.80%,0.80%,0.80%
Nash,In-State,North Carolina,Fall,Student Headcount,"1,563","1,515","1,496","1,480","1,492","1,489","1,500","1,569","1,628","1,586"
New Hanover,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.70%,2.70%,2.60%,2.60%,2.70%,2.70%,2.60%,2.60%,2.60%,2.60%
New Hanover,In-State,North Carolina,Fall,Student Headcount,"5,002","4,986","4,980","5,063","5,175","5,335","5,337","5,409","5,433","5,321"
Northampton,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Northampton,In-State,North Carolina,Fall,Student Headcount,285,258,231,222,226,223,232,208,221,206
Onslow,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.20%,1.20%,1.20%,1.20%,1.20%,1.30%,1.20%,1.30%,1.30%,1.30%
Onslow,In-State,North Carolina,Fall,Student Headcount,"2,343","2,328","2,290","2,297","2,418","2,524","2,513","2,654","2,730","2,673"
Orange,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.90%,3.70%,3.30%,3.20%,3.10%,3.10%,3.00%,3.00%,2.90%,3.00%
Orange,In-State,North Carolina,Fall,Student Headcount,"7,316","6,966","6,205","6,091","6,090","6,098","6,124","6,198","6,115","6,161"
Pamlico,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Pamlico,In-State,North Carolina,Fall,Student Headcount,143,120,128,131,124,110,129,127,121,125
Pasquotank,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.40%,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%
Pasquotank,In-State,North Carolina,Fall,Student Headcount,990,959,831,746,652,679,706,715,715,691
Pender,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.40%,0.50%,0.50%,0.50%,0.50%,0.50%
Pender,In-State,North Carolina,Fall,Student Headcount,796,765,769,846,864,954,"1,039","1,101","1,125","1,109"
Perquimans,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Perquimans,In-State,North Carolina,Fall,Student Headcount,207,194,183,160,164,169,181,165,153,139
Person,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%
Person,In-State,North Carolina,Fall,Student Headcount,523,514,541,530,515,552,594,603,593,570
Pitt,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.00%,2.80%,2.90%,2.80%,2.60%,2.50%,2.50%,2.40%,2.30%,2.20%
Pitt,In-State,North Carolina,Fall,Student Headcount,"5,689","5,173","5,454","5,404","5,158","4,868","5,090","4,986","4,838","4,578"
Polk,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Polk,In-State,North Carolina,Fall,Student Headcount,233,233,255,223,224,232,215,190,196,209
Randolph,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.90%,0.90%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%,1.00%
Randolph,In-State,North Carolina,Fall,Student Headcount,"1,769","1,765","1,724","1,869","1,883","1,983","2,099","2,151","2,158","2,130"
Richmond,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%
Richmond,In-State,North Carolina,Fall,Student Headcount,604,585,559,574,581,627,629,628,632,585
Robeson,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.50%,1.60%,1.80%,1.60%,1.60%,1.10%,1.20%,1.10%,1.10%,1.10%
Robeson,In-State,North Carolina,Fall,Student Headcount,"2,748","3,053","3,327","3,036","3,158","2,214","2,344","2,325","2,355","2,302"
Rockingham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%
Rockingham,In-State,North Carolina,Fall,Student Headcount,"1,152","1,147","1,158","1,199","1,252","1,206","1,243","1,225","1,212","1,161"
Rowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.90%,0.90%,0.90%,0.90%,0.90%,0.90%,0.80%,0.80%,0.80%
Rowan,In-State,North Carolina,Fall,Student Headcount,"1,623","1,629","1,660","1,762","1,799","1,755","1,766","1,721","1,711","1,723"
Rutherford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.50%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%
Rutherford,In-State,North Carolina,Fall,Student Headcount,782,761,789,930,742,763,799,785,806,770
Sampson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.50%,0.50%
Sampson,In-State,North Carolina,Fall,Student Headcount,718,720,724,803,794,830,852,912,946,944
Scotland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%
Scotland,In-State,North Carolina,Fall,Student Headcount,595,596,576,561,669,631,612,577,605,578
Stanly,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.40%,0.30%,0.40%,0.40%,0.40%,0.40%
Stanly,In-State,North Carolina,Fall,Student Headcount,837,809,724,698,707,684,738,769,796,803
Stokes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%
Stokes,In-State,North Carolina,Fall,Student Headcount,541,574,596,605,590,613,618,582,573,562
Surry,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.40%,0.40%,0.40%,0.40%,0.50%,0.50%,0.50%
Surry,In-State,North Carolina,Fall,Student Headcount,867,871,851,859,838,833,889,933,961,969
Swain,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Swain,In-State,North Carolina,Fall,Student Headcount,184,207,198,204,195,193,195,177,202,175
Transylvania,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.20%,0.20%,0.20%
Transylvania,In-State,North Carolina,Fall,Student Headcount,309,312,303,314,312,286,300,322,324,332
Tyrrell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Tyrrell,In-State,North Carolina,Fall,Student Headcount,51,48,37,41,43,45,47,42,46,46
Union,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.30%,2.40%,2.60%,2.70%,2.70%,2.80%,2.90%,3.00%,3.10%,3.10%
Union,In-State,North Carolina,Fall,Student Headcount,"4,298","4,569","4,900","5,155","5,321","5,606","5,859","6,097","6,375","6,501"
Vance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%
Vance,In-State,North Carolina,Fall,Student Headcount,620,620,571,563,610,584,599,585,596,567
Wake,In-State,North Carolina,Fall,% of Total Student Headcount along County,14.60%,14.90%,15.20%,15.30%,15.20%,15.40%,15.80%,15.90%,16.10%,16.40%
Wake,In-State,North Carolina,Fall,Student Headcount,"27,573","27,957","28,724","29,311","29,703","30,667","31,863","32,621","33,465","33,980"
Warren,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Warren,In-State,North Carolina,Fall,Student Headcount,237,212,241,273,215,218,221,219,228,222
Washington,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Washington,In-State,North Carolina,Fall,Student Headcount,233,202,182,179,182,189,199,175,184,191
Watauga,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.70%,0.70%,0.70%,0.60%,0.70%,0.60%,0.60%,0.60%
Watauga,In-State,North Carolina,Fall,Student Headcount,"1,577","1,501","1,381","1,366","1,381","1,235","1,321","1,270","1,210","1,147"
Wayne,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%
Wayne,In-State,North Carolina,Fall,Student Headcount,"1,569","1,571","1,550","1,539","1,570","1,585","1,628","1,642","1,636","1,649"
Wilkes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.30%
Wilkes,In-State,North Carolina,Fall,Student Headcount,723,706,673,707,726,748,765,761,758,716
Wilson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%
Wilson,In-State,North Carolina,Fall,Student Headcount,"1,080","1,098","1,098","1,151","1,196","1,247","1,237","1,266","1,258","1,237"
Yadkin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Yadkin,In-State,North Carolina,Fall,Student Headcount,480,478,430,468,471,479,453,430,447,430
Yancey,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Yancey,In-State,North Carolina,Fall,Student Headcount,139,126,156,139,140,130,130,118,137,148
Unknown NC,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,0.10%,1.60%,1.70%,1.00%,0.50%,0.50%,0.60%
Unknown NC,In-State,North Carolina,Fall,Student Headcount,,,,163,"3,045","3,339","1,966","1,071","1,102","1,172"

