County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Cumberland,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.80%,1.70%,2.00%,1.90%,1.50%,1.20%,1.40%,1.20%,1.80%,2.10%
Cumberland,In-State,North Carolina,Fall,Student Headcount,44,36,34,27,19,16,19,17,29,33
Currituck,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.30%,2.80%,3.10%,2.90%,3.00%,2.60%,2.40%,3.80%,4.50%,3.70%
Currituck,In-State,North Carolina,Fall,Student Headcount,81,60,53,42,38,34,34,55,73,59
Dare,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.70%,1.50%,1.10%,1.00%,1.00%,0.50%,0.50%,0.90%,0.90%,0.80%
Dare,In-State,North Carolina,Fall,Student Headcount,43,32,18,15,13,7,7,13,14,13
Davidson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.20%,0.30%,0.30%,0.30%,0.50%,0.20%,0.30%,0.30%,0.40%
Davidson,In-State,North Carolina,Fall,Student Headcount,7,4,5,4,4,6,3,5,5,6
Davie,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,0.10%,,,0.10%,0.10%,,
Davie,In-State,North Carolina,Fall,Student Headcount,,,,1,,,2,1,,
Duplin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,,,0.10%,0.20%,0.60%,0.30%,0.30%,0.30%
Duplin,In-State,North Carolina,Fall,Student Headcount,8,6,,,1,3,8,5,5,5
Durham,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.10%,2.30%,2.20%,2.10%,2.30%,1.60%,1.40%,1.40%,2.00%,2.10%
Durham,In-State,North Carolina,Fall,Student Headcount,53,50,37,31,29,21,20,21,32,34
Edgecombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.70%,1.40%,1.50%,2.00%,1.50%,1.80%,1.80%,2.30%,2.10%,1.70%
Edgecombe,In-State,North Carolina,Fall,Student Headcount,42,31,25,29,19,23,25,34,34,27
Forsyth,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.50%,1.40%,1.50%,1.20%,1.40%,1.20%,0.90%,1.00%,1.10%,1.30%
Forsyth,In-State,North Carolina,Fall,Student Headcount,38,30,25,18,17,16,12,14,18,20
Franklin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.50%,0.60%,0.60%,0.70%,0.80%,1.00%,1.30%,1.00%
Franklin,In-State,North Carolina,Fall,Student Headcount,14,12,8,8,8,9,11,14,21,16
Gaston,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.30%,0.20%,0.20%,0.40%,0.50%,0.40%,0.50%
Gaston,In-State,North Carolina,Fall,Student Headcount,11,9,6,5,3,2,5,7,7,8
Gates,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.70%,2.00%,2.40%,2.30%,2.30%,2.20%,1.60%,1.60%,2.00%,2.10%
Gates,In-State,North Carolina,Fall,Student Headcount,42,43,41,33,29,28,22,23,32,33
Granville,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.40%,0.20%,0.20%,0.30%
Granville,In-State,North Carolina,Fall,Student Headcount,8,7,5,5,4,4,6,3,4,4
Greene,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.20%,0.20%,0.10%,0.20%,0.20%,0.10%,0.30%,0.10%
Greene,In-State,North Carolina,Fall,Student Headcount,11,8,4,3,1,2,3,1,5,2
Guilford,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.60%,2.00%,1.90%,2.00%,1.50%,2.20%,2.30%,2.40%,2.80%,2.80%
Guilford,In-State,North Carolina,Fall,Student Headcount,39,43,32,29,19,28,32,35,45,44
Halifax,In-State,North Carolina,Fall,% of Total Student Headcount along County,4.10%,3.70%,3.80%,4.40%,4.50%,4.60%,4.60%,5.00%,3.40%,4.10%
Halifax,In-State,North Carolina,Fall,Student Headcount,102,81,65,63,56,59,64,73,56,65
Harnett,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.40%,0.60%,0.60%,0.40%,0.40%,0.50%,0.60%,0.40%
Harnett,In-State,North Carolina,Fall,Student Headcount,5,5,7,8,7,5,6,8,10,6
Haywood,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,0.10%,0.10%,,,,,,
Haywood,In-State,North Carolina,Fall,Student Headcount,,,2,1,,,,,,
Henderson,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,,,,,0.20%,0.10%
Henderson,In-State,North Carolina,Fall,Student Headcount,,,,,,,,,3,1
Hertford,In-State,North Carolina,Fall,% of Total Student Headcount along County,4.50%,5.10%,5.50%,5.10%,5.80%,5.20%,5.00%,3.80%,2.80%,2.80%
Hertford,In-State,North Carolina,Fall,Student Headcount,111,111,94,74,72,67,69,55,46,45
Hoke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.20%,0.40%,0.40%,0.30%,0.50%,0.40%,0.10%,0.10%
Hoke,In-State,North Carolina,Fall,Student Headcount,5,6,4,6,5,4,7,6,2,2
Hyde,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.30%,0.30%,0.20%,0.40%
Hyde,In-State,North Carolina,Fall,Student Headcount,3,1,1,1,1,1,4,4,4,6
Iredell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.20%,0.10%,0.10%,0.30%,0.40%,0.30%,0.40%,0.40%
Iredell,In-State,North Carolina,Fall,Student Headcount,5,6,3,1,1,4,6,5,6,7
Jackson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,,,,,0.10%,0.10%,0.10%,
Jackson,In-State,North Carolina,Fall,Student Headcount,1,,,,,,1,1,2,
Johnston,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.80%,0.50%,0.50%,0.60%,0.70%,1.20%,1.00%
Johnston,In-State,North Carolina,Fall,Student Headcount,12,11,8,11,6,7,8,10,19,16
Jones,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.20%,0.10%,0.20%,0.10%,0.30%,0.20%,0.20%,0.30%
Jones,In-State,North Carolina,Fall,Student Headcount,6,6,4,2,2,1,4,3,4,4
Lee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.20%,0.40%,0.40%,0.50%,0.20%,0.10%,0.20%,0.10%
Lee,In-State,North Carolina,Fall,Student Headcount,4,3,3,6,5,6,3,2,3,1
Lenoir,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.60%,0.80%,0.30%,0.40%,0.20%,0.40%,0.60%,0.40%,0.60%
Lenoir,In-State,North Carolina,Fall,Student Headcount,17,13,13,5,5,3,5,9,7,9
Lincoln,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,0.10%,0.10%,,,0.10%,0.10%,0.10%,0.20%
Lincoln,In-State,North Carolina,Fall,Student Headcount,1,,1,1,,,1,1,2,3
Macon,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,,,,,0.10%,0.10%
Macon,In-State,North Carolina,Fall,Student Headcount,,,,,,,,,1,1
Martin,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.40%,1.30%,1.40%,1.90%,1.70%,1.20%,1.20%,1.40%,0.90%,0.90%
Martin,In-State,North Carolina,Fall,Student Headcount,35,29,24,28,21,16,17,20,15,15
Mcdowell,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,0.30%,0.50%,0.20%,0.10%,0.10%,0.10%
Mcdowell,In-State,North Carolina,Fall,Student Headcount,,,,,4,6,3,2,2,1
Mecklenburg,In-State,North Carolina,Fall,% of Total Student Headcount along County,5.50%,4.50%,5.10%,4.40%,3.40%,3.60%,3.00%,3.60%,4.20%,5.60%
Mecklenburg,In-State,North Carolina,Fall,Student Headcount,136,97,86,64,42,47,42,52,69,89
Montgomery,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,0.10%,,,,0.10%,0.10%,0.20%,0.10%
Montgomery,In-State,North Carolina,Fall,Student Headcount,,,1,,,,1,1,3,2
Moore,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.20%,0.20%,0.20%,0.10%,,,0.10%,0.30%
Moore,In-State,North Carolina,Fall,Student Headcount,3,1,4,3,3,1,,,2,4
Nash,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.60%,1.50%,1.40%,1.40%,1.70%,1.30%,1.20%,1.40%,1.40%,1.80%
Nash,In-State,North Carolina,Fall,Student Headcount,39,33,24,20,21,17,16,20,23,28
New Hanover,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.70%,0.60%,0.80%,0.60%,0.40%,0.20%,0.10%,0.30%,0.40%
New Hanover,In-State,North Carolina,Fall,Student Headcount,14,15,10,11,8,5,3,2,5,7
Northampton,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.20%,1.80%,1.90%,1.50%,1.80%,2.00%,2.20%,1.90%,1.90%,1.60%
Northampton,In-State,North Carolina,Fall,Student Headcount,54,39,32,22,23,26,30,28,31,25
Onslow,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,0.80%,0.50%,0.80%,1.10%,1.40%,1.70%,1.70%,2.30%,1.80%
Onslow,In-State,North Carolina,Fall,Student Headcount,25,18,9,11,14,18,23,25,37,28
Orange,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.30%
Orange,In-State,North Carolina,Fall,Student Headcount,5,4,4,3,2,2,1,2,2,5
Pamlico,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.20%,0.40%,0.20%,0.10%,0.20%,0.30%,0.50%,0.40%,0.60%
Pamlico,In-State,North Carolina,Fall,Student Headcount,7,5,6,3,1,2,4,7,6,9
Pasquotank,In-State,North Carolina,Fall,% of Total Student Headcount along County,23.80%,26.00%,24.70%,23.30%,21.20%,22.50%,23.80%,23.80%,21.40%,19.70%
Pasquotank,In-State,North Carolina,Fall,Student Headcount,593,562,420,336,265,292,331,348,349,312
Pender,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,0.10%,0.20%,0.20%,0.10%,0.20%,0.20%
Pender,In-State,North Carolina,Fall,Student Headcount,,,,,1,2,3,2,3,3
Perquimans,In-State,North Carolina,Fall,% of Total Student Headcount along County,4.10%,4.10%,4.40%,4.10%,4.20%,4.50%,4.10%,2.90%,2.80%,2.30%
Perquimans,In-State,North Carolina,Fall,Student Headcount,101,89,74,59,53,58,57,43,45,37
Person,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.00%,,,0.10%,,,0.10%,0.20%,0.20%
Person,In-State,North Carolina,Fall,Student Headcount,4,1,,,1,,,1,4,3
Pitt,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.90%,2.50%,2.10%,2.20%,1.80%,2.00%,1.90%,3.30%,3.30%,4.00%
Pitt,In-State,North Carolina,Fall,Student Headcount,71,53,36,32,23,26,27,48,54,63
Polk,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,,,,,,,,
Polk,In-State,North Carolina,Fall,Student Headcount,1,,,,,,,,,
Randolph,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.10%,0.10%,,,0.10%,0.10%,0.10%,0.10%
Randolph,In-State,North Carolina,Fall,Student Headcount,3,1,1,1,,,1,1,2,2
Richmond,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%,0.10%,0.10%,0.10%
Richmond,In-State,North Carolina,Fall,Student Headcount,4,3,2,2,1,2,1,2,2,2
Robeson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.20%,0.20%,0.40%,0.50%,0.40%,0.30%
Robeson,In-State,North Carolina,Fall,Student Headcount,10,9,7,6,3,2,6,7,7,5
Rockingham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.50%,0.50%,0.30%,0.20%,0.20%,0.30%,0.10%,0.20%,0.20%
Rockingham,In-State,North Carolina,Fall,Student Headcount,4,10,8,5,2,3,4,2,3,3
Rowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.20%,0.30%,0.30%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%
Rowan,In-State,North Carolina,Fall,Student Headcount,9,5,5,5,2,2,2,2,2,2
Rutherford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.10%,0.10%,0.10%,,0.10%,,,0.10%
Rutherford,In-State,North Carolina,Fall,Student Headcount,3,4,1,1,1,,1,,,2
Sampson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.20%,0.30%,0.20%,0.10%,0.10%,0.10%,0.10%,0.30%
Sampson,In-State,North Carolina,Fall,Student Headcount,6,6,4,4,2,1,2,2,2,4
Scotland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.20%,0.40%,0.30%,0.10%,0.20%,0.20%,0.10%
Scotland,In-State,North Carolina,Fall,Student Headcount,5,3,1,3,5,4,2,3,4,1
Stanly,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.10%,0.20%,0.10%,0.30%,0.20%,0.30%
Stanly,In-State,North Carolina,Fall,Student Headcount,7,6,5,5,1,2,2,4,3,5
Stokes,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,,,,,0.10%,0.10%
Stokes,In-State,North Carolina,Fall,Student Headcount,,,,,,,,,1,2
Surry,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,,0.10%,0.10%,0.10%,0.20%,0.30%
Surry,In-State,North Carolina,Fall,Student Headcount,,,,,,1,1,1,4,4
Transylvania,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,,,,,,,
Transylvania,In-State,North Carolina,Fall,Student Headcount,1,1,1,,,,,,,
Tyrrell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.50%,0.50%,0.80%,0.80%,0.80%,0.80%,0.70%,0.40%
Tyrrell,In-State,North Carolina,Fall,Student Headcount,16,13,9,7,10,11,11,11,12,7
Union,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.50%,0.40%,0.60%,0.60%,1.00%,0.70%,0.70%,0.90%,0.70%
Union,In-State,North Carolina,Fall,Student Headcount,5,10,7,9,8,13,10,10,14,11
Vance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.70%,0.40%,0.20%,0.60%,0.80%,1.10%,1.20%
Vance,In-State,North Carolina,Fall,Student Headcount,14,13,11,10,5,3,8,12,18,19
Wake,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.30%,4.10%,3.90%,4.10%,3.80%,4.50%,5.40%,5.80%,6.60%,7.00%
Wake,In-State,North Carolina,Fall,Student Headcount,83,89,67,59,48,58,75,85,107,111
Warren,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.50%,0.60%,0.80%,0.90%,0.60%,0.40%,0.50%,0.10%,0.30%
Warren,In-State,North Carolina,Fall,Student Headcount,19,11,10,11,11,8,6,8,2,4
Washington,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.50%,2.70%,2.80%,2.80%,2.70%,2.50%,2.60%,1.90%,2.30%,2.40%
Washington,In-State,North Carolina,Fall,Student Headcount,87,58,47,40,34,32,36,28,37,38
Wayne,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,1.00%,0.80%,1.00%,1.20%,1.00%,1.10%,1.30%,1.90%,1.60%
Wayne,In-State,North Carolina,Fall,Student Headcount,20,21,13,15,15,13,15,19,31,26
Wilkes,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,,0.10%,0.10%,0.10%,0.10%,0.10%
Wilkes,In-State,North Carolina,Fall,Student Headcount,,,,,,1,1,1,1,2
Wilson,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.30%,1.40%,1.60%,1.50%,1.30%,1.50%,1.00%,1.00%,0.90%,0.90%
Wilson,In-State,North Carolina,Fall,Student Headcount,33,31,28,21,16,19,14,14,14,14
Yadkin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,,,,,,,
Yadkin,In-State,North Carolina,Fall,Student Headcount,1,1,1,,,,,,,
Unknown NC,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,5.20%,3.80%,3.30%,0.30%,0.20%,0.10%
Unknown NC,In-State,North Carolina,Fall,Student Headcount,,,,,65,49,46,4,4,1
