County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Alamance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,1.00%,1.10%,1.10%,1.00%,1.10%,1.10%,1.10%,1.10%,1.20%
Alamance,In-State,North Carolina,Fall,Student Headcount,76,89,100,103,103,113,112,113,121,123
Alexander,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.40%,0.40%,0.50%,0.50%,0.50%,0.50%,0.50%,0.60%,0.60%
Alexander,In-State,North Carolina,Fall,Student Headcount,45,37,41,50,49,53,55,55,60,64
Alleghany,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Alleghany,In-State,North Carolina,Fall,Student Headcount,3,4,4,8,8,12,11,12,12,14
Anson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%
Anson,In-State,North Carolina,Fall,Student Headcount,11,11,11,10,9,6,10,9,7,5
Ashe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.20%
Ashe,In-State,North Carolina,Fall,Student Headcount,34,33,34,31,30,34,31,34,28,25
Avery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.20%,0.20%,0.20%,0.20%
Avery,In-State,North Carolina,Fall,Student Headcount,21,20,23,22,19,15,17,17,16,18
Beaufort,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%
Beaufort,In-State,North Carolina,Fall,Student Headcount,4,6,9,6,8,8,9,12,15,20
Bertie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%
Bertie,In-State,North Carolina,Fall,Student Headcount,1,1,2,1,2,1,3,6,8,9
Bladen,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.20%,0.10%,0.20%,0.10%
Bladen,In-State,North Carolina,Fall,Student Headcount,3,3,4,5,5,7,16,14,16,13
Brunswick,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.40%,0.40%,0.40%,0.60%,0.50%,0.60%,0.50%,0.50%
Brunswick,In-State,North Carolina,Fall,Student Headcount,28,31,42,38,44,58,57,59,56,50
Buncombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,11.50%,11.70%,11.30%,11.30%,11.10%,10.70%,10.40%,10.20%,9.70%,10.00%
Buncombe,In-State,North Carolina,Fall,Student Headcount,"1,000","1,067","1,060","1,060","1,102","1,073","1,089","1,086","1,034","1,024"
Burke,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.30%,2.30%,2.30%,2.10%,1.90%,2.10%,2.20%,2.10%,2.20%,2.20%
Burke,In-State,North Carolina,Fall,Student Headcount,197,208,212,199,193,216,231,222,231,224
Cabarrus,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.50%,2.40%,2.20%,2.10%,2.10%,2.10%,2.20%,2.10%,2.20%,2.40%
Cabarrus,In-State,North Carolina,Fall,Student Headcount,222,221,203,202,208,215,227,226,233,244
Caldwell,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.40%,1.50%,1.40%,1.70%,1.80%,2.10%,1.80%,1.90%,1.80%,1.60%
Caldwell,In-State,North Carolina,Fall,Student Headcount,122,135,136,156,181,207,188,205,194,168
Camden,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%
Camden,In-State,North Carolina,Fall,Student Headcount,6,5,3,3,2,4,8,10,10,11
Carteret,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.30%,0.40%,0.30%,0.20%,0.20%,0.30%,0.30%,0.30%
Carteret,In-State,North Carolina,Fall,Student Headcount,18,28,32,33,30,22,21,27,32,29
Caswell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%,0.10%,0.10%,0.10%
Caswell,In-State,North Carolina,Fall,Student Headcount,6,7,5,12,12,16,11,10,8,11
Catawba,In-State,North Carolina,Fall,% of Total Student Headcount along County,4.00%,3.90%,3.70%,3.60%,3.30%,3.20%,3.40%,3.30%,3.30%,2.90%
Catawba,In-State,North Carolina,Fall,Student Headcount,353,351,343,340,327,326,360,352,347,294
Chatham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.40%,0.30%,0.30%,0.40%,0.50%,0.50%,0.60%,0.60%,0.50%
Chatham,In-State,North Carolina,Fall,Student Headcount,40,33,30,29,39,50,55,60,60,54
Cherokee,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.90%,1.70%,1.80%,1.70%,1.70%,1.50%,1.50%,1.30%,1.30%,1.40%
Cherokee,In-State,North Carolina,Fall,Student Headcount,165,158,173,160,165,153,154,139,134,138
Chowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.10%,0.00%
Chowan,In-State,North Carolina,Fall,Student Headcount,5,8,8,7,6,3,4,5,7,5
Clay,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.90%,0.80%,0.60%,0.60%,0.60%,0.50%,0.50%,0.50%
Clay,In-State,North Carolina,Fall,Student Headcount,55,56,81,80,61,59,60,57,58,52
Cleveland,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.10%,1.90%,1.90%,1.90%,2.00%,2.00%,2.00%,1.90%,1.80%,1.80%
Cleveland,In-State,North Carolina,Fall,Student Headcount,180,169,178,183,194,197,213,203,194,181
Columbus,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%,0.20%,0.10%,0.20%,0.20%
Columbus,In-State,North Carolina,Fall,Student Headcount,8,9,11,9,18,19,22,15,19,17
Craven,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.40%,0.50%
Craven,In-State,North Carolina,Fall,Student Headcount,27,23,33,34,42,38,37,47,43,50
Cumberland,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,1.00%,1.10%,1.10%,1.20%,1.20%,1.20%,1.10%,1.30%,1.30%
Cumberland,In-State,North Carolina,Fall,Student Headcount,85,90,105,99,119,118,127,116,133,133
Currituck,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.10%,0.20%,0.20%,0.10%,0.20%,0.20%,0.20%,0.30%
Currituck,In-State,North Carolina,Fall,Student Headcount,9,15,12,16,16,10,16,17,24,26
Dare,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%
Dare,In-State,North Carolina,Fall,Student Headcount,17,14,19,22,20,22,26,24,24,26
Davidson,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.50%,1.50%,1.50%,1.60%,1.60%,1.70%,1.70%,1.60%,1.80%,1.70%
Davidson,In-State,North Carolina,Fall,Student Headcount,130,135,144,147,162,173,178,175,192,173
Davie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.60%,0.80%,0.80%,0.70%,0.70%,0.80%,0.80%,0.70%,0.70%
Davie,In-State,North Carolina,Fall,Student Headcount,43,56,71,73,73,66,81,81,79,73
Duplin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%
Duplin,In-State,North Carolina,Fall,Student Headcount,14,13,13,13,10,15,9,13,14,18
Durham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.80%,0.80%,0.90%,0.80%,0.80%,0.90%,0.90%,1.00%
Durham,In-State,North Carolina,Fall,Student Headcount,73,76,73,72,86,77,80,98,95,100
Edgecombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%
Edgecombe,In-State,North Carolina,Fall,Student Headcount,6,15,13,8,10,8,8,12,16,15
Forsyth,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.60%,2.30%,2.40%,2.60%,3.00%,3.00%,3.20%,3.20%,2.70%,2.70%
Forsyth,In-State,North Carolina,Fall,Student Headcount,226,211,226,241,295,304,333,340,291,279
Franklin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.20%,0.20%,0.20%,0.20%,0.10%,0.20%,0.30%,0.30%,0.40%
Franklin,In-State,North Carolina,Fall,Student Headcount,25,22,22,18,24,15,26,31,34,36
Gaston,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.70%,2.70%,2.70%,2.80%,2.70%,2.90%,3.20%,3.60%,3.40%,3.50%
Gaston,In-State,North Carolina,Fall,Student Headcount,239,245,252,262,268,290,334,380,366,361
Gates,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%
Gates,In-State,North Carolina,Fall,Student Headcount,2,3,5,7,8,4,3,4,2,5
Graham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.50%,0.50%,0.40%,0.50%,0.60%,0.60%,0.60%,0.60%,0.50%
Graham,In-State,North Carolina,Fall,Student Headcount,63,49,50,39,45,56,59,60,64,51
Granville,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%
Granville,In-State,North Carolina,Fall,Student Headcount,38,38,34,36,33,32,28,27,33,30
Greene,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%
Greene,In-State,North Carolina,Fall,Student Headcount,4,5,4,2,4,6,5,3,2,5
Guilford,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.40%,2.70%,2.80%,2.90%,3.10%,2.80%,2.70%,2.60%,2.70%,2.70%
Guilford,In-State,North Carolina,Fall,Student Headcount,210,242,263,269,311,283,285,274,286,280
Halifax,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Halifax,In-State,North Carolina,Fall,Student Headcount,9,9,12,11,12,15,14,13,10,10
Harnett,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.50%,0.50%,0.50%,0.50%,0.50%,0.60%,0.70%
Harnett,In-State,North Carolina,Fall,Student Headcount,33,41,33,47,53,52,48,58,65,73
Haywood,In-State,North Carolina,Fall,% of Total Student Headcount along County,4.40%,4.00%,3.90%,3.70%,3.50%,4.00%,3.90%,4.30%,4.20%,4.20%
Haywood,In-State,North Carolina,Fall,Student Headcount,386,363,366,352,346,399,413,455,443,426
Henderson,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.80%,4.10%,4.40%,4.50%,4.50%,4.20%,3.80%,3.80%,4.00%,3.90%
Henderson,In-State,North Carolina,Fall,Student Headcount,334,370,414,422,447,420,393,410,429,400
Hertford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%
Hertford,In-State,North Carolina,Fall,Student Headcount,1,2,1,2,5,2,5,4,4,3
Hoke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%,0.10%,0.20%,0.20%
Hoke,In-State,North Carolina,Fall,Student Headcount,13,13,12,17,23,19,17,15,16,16
Hyde,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%
Hyde,In-State,North Carolina,Fall,Student Headcount,1,1,2,,,3,5,4,2,3
Iredell,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.10%,2.30%,2.30%,2.30%,2.20%,2.30%,2.30%,2.60%,2.70%,2.60%
Iredell,In-State,North Carolina,Fall,Student Headcount,183,212,218,215,216,231,244,275,292,262
Jackson,In-State,North Carolina,Fall,% of Total Student Headcount along County,8.60%,8.50%,7.90%,5.80%,6.40%,6.50%,6.20%,5.80%,5.20%,4.40%
Jackson,In-State,North Carolina,Fall,Student Headcount,753,778,738,547,637,652,654,616,549,451
Johnston,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,1.00%,0.90%,1.00%,1.20%,1.20%,1.30%,1.30%,1.40%,1.40%
Johnston,In-State,North Carolina,Fall,Student Headcount,74,88,87,95,116,120,137,143,145,145
Jones,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%
Jones,In-State,North Carolina,Fall,Student Headcount,1,2,2,2,5,8,10,8,5,6
Lee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%,0.30%,0.30%,0.30%
Lee,In-State,North Carolina,Fall,Student Headcount,17,19,16,16,23,30,35,34,33,28
Lenoir,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.20%
Lenoir,In-State,North Carolina,Fall,Student Headcount,8,11,10,15,20,16,17,10,12,17
Lincoln,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.50%,1.70%,1.80%,1.80%,1.50%,1.60%,1.60%,1.70%,1.80%,1.70%
Lincoln,In-State,North Carolina,Fall,Student Headcount,134,155,168,173,152,163,163,181,189,173
Macon,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.90%,2.50%,2.60%,2.50%,2.50%,2.50%,2.40%,2.50%,2.50%,2.60%
Macon,In-State,North Carolina,Fall,Student Headcount,252,227,248,238,247,251,255,272,263,261
Madison,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.50%,0.60%,0.70%,0.60%,0.60%,0.40%,0.40%
Madison,In-State,North Carolina,Fall,Student Headcount,40,45,45,45,58,67,62,61,41,37
Martin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,0.10%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%
Martin,In-State,North Carolina,Fall,Student Headcount,1,4,5,5,4,1,2,7,10,8
Mcdowell,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.20%,1.00%,1.10%,1.20%,1.00%,1.10%,1.10%,1.20%,1.10%,1.30%
Mcdowell,In-State,North Carolina,Fall,Student Headcount,101,88,101,115,96,110,119,124,122,128
Mecklenburg,In-State,North Carolina,Fall,% of Total Student Headcount along County,5.80%,5.90%,6.10%,5.90%,5.70%,5.60%,5.70%,5.80%,5.90%,5.80%
Mecklenburg,In-State,North Carolina,Fall,Student Headcount,508,538,569,551,569,561,602,622,628,593
Mitchell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Mitchell,In-State,North Carolina,Fall,Student Headcount,14,13,14,18,21,17,23,25,24,24
Montgomery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.20%,0.20%
Montgomery,In-State,North Carolina,Fall,Student Headcount,11,10,17,18,16,9,13,12,18,21
Moore,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.60%,0.70%,0.80%
Moore,In-State,North Carolina,Fall,Student Headcount,47,43,49,50,46,47,51,61,73,81
Nash,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.20%,0.20%,0.30%,0.30%,0.30%,0.30%,0.30%,0.50%
Nash,In-State,North Carolina,Fall,Student Headcount,30,24,23,23,25,34,33,33,36,50
New Hanover,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.60%,0.50%,0.60%,0.60%,0.60%,0.60%,0.60%,0.70%,0.80%
New Hanover,In-State,North Carolina,Fall,Student Headcount,36,51,43,59,62,60,59,68,73,80
Northampton,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Northampton,In-State,North Carolina,Fall,Student Headcount,2,2,4,2,2,2,3,2,3,3
Onslow,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.90%,0.80%,0.80%,0.80%,0.90%,0.80%,0.80%,0.90%,1.00%
Onslow,In-State,North Carolina,Fall,Student Headcount,68,79,78,73,80,92,84,89,96,100
Orange,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.90%,0.80%,0.90%,0.70%,0.60%,0.50%,0.60%,0.70%,0.70%
Orange,In-State,North Carolina,Fall,Student Headcount,72,83,74,83,70,62,54,64,71,67
Pamlico,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.10%,0.00%,0.10%
Pamlico,In-State,North Carolina,Fall,Student Headcount,1,2,2,1,,1,2,6,5,6
Pasquotank,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%
Pasquotank,In-State,North Carolina,Fall,Student Headcount,11,11,11,14,18,20,11,14,9,11
Pender,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%,0.20%,0.20%,0.30%
Pender,In-State,North Carolina,Fall,Student Headcount,17,18,15,20,22,25,27,25,23,31
Perquimans,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%
Perquimans,In-State,North Carolina,Fall,Student Headcount,4,4,3,3,2,6,9,7,7,7
Person,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Person,In-State,North Carolina,Fall,Student Headcount,12,10,16,20,23,25,24,21,26,22
Pitt,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.40%,0.40%,0.40%,0.40%,0.50%,0.40%,0.50%,0.60%,0.60%
Pitt,In-State,North Carolina,Fall,Student Headcount,29,34,36,37,40,46,46,53,60,59
Polk,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.50%,0.50%,0.50%,0.40%,0.40%,0.50%,0.40%
Polk,In-State,North Carolina,Fall,Student Headcount,54,56,55,51,53,48,45,43,48,42
Randolph,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,0.90%,1.00%,1.10%,1.00%,1.20%,1.20%,1.20%,1.20%,1.00%
Randolph,In-State,North Carolina,Fall,Student Headcount,85,82,90,99,103,125,124,128,124,107
Richmond,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.20%,0.20%,0.20%,0.10%,0.10%,0.20%,0.20%,0.30%
Richmond,In-State,North Carolina,Fall,Student Headcount,7,7,16,19,20,9,9,23,16,26
Robeson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.10%,0.10%,0.10%,0.20%,0.30%,0.40%,0.30%,0.30%
