County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Alamance,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,1.10%,1.20%,1.10%,1.20%,1.10%,1.00%,1.20%,1.20%,1.30%
Alamance,In-State,North Carolina,Fall,Student Headcount,112,132,144,147,166,161,150,181,194,210
Alexander,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%,0.20%,0.10%,0.20%
Alexander,In-State,North Carolina,Fall,Student Headcount,12,9,11,13,17,22,24,25,19,26
Alleghany,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.00%,0.00%,0.10%,0.00%,0.00%,0.10%,0.10%,0.00%
Alleghany,In-State,North Carolina,Fall,Student Headcount,8,8,4,5,7,6,5,10,11,6
Anson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%
Anson,In-State,North Carolina,Fall,Student Headcount,5,6,5,5,4,5,9,13,10,13
Ashe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Ashe,In-State,North Carolina,Fall,Student Headcount,7,5,9,12,11,12,11,12,16,15
Avery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%
Avery,In-State,North Carolina,Fall,Student Headcount,9,8,5,6,5,2,3,7,12,12
Beaufort,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.30%,0.40%,0.30%,0.40%,0.30%,0.20%,0.20%
Beaufort,In-State,North Carolina,Fall,Student Headcount,27,26,28,39,49,49,57,42,36,28
Bertie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%
Bertie,In-State,North Carolina,Fall,Student Headcount,1,1,1,4,3,7,8,5,6,4
Bladen,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.40%,0.40%,0.30%,0.40%,0.40%,0.40%,0.30%,0.30%
Bladen,In-State,North Carolina,Fall,Student Headcount,33,33,48,48,46,55,59,58,56,46
Brunswick,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.60%,3.60%,3.30%,3.10%,3.00%,2.90%,3.00%,2.90%,3.00%,3.20%
Brunswick,In-State,North Carolina,Fall,Student Headcount,426,427,412,399,419,426,446,453,483,516
Buncombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.80%,0.90%,0.90%,1.00%,1.10%,1.10%,1.20%,1.20%,1.20%
Buncombe,In-State,North Carolina,Fall,Student Headcount,96,101,114,111,136,160,167,193,189,189
Burke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.40%,0.30%,0.40%,0.40%,0.40%,0.40%
Burke,In-State,North Carolina,Fall,Student Headcount,34,35,43,40,49,48,56,64,62,64
Cabarrus,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.30%,1.40%,1.30%,1.40%,1.40%,1.50%,1.60%,1.80%,2.00%,2.20%
Cabarrus,In-State,North Carolina,Fall,Student Headcount,158,165,162,180,193,211,238,275,318,353
Caldwell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%,0.30%,0.30%
Caldwell,In-State,North Carolina,Fall,Student Headcount,21,21,24,27,24,33,51,46,43,43
Camden,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%
Camden,In-State,North Carolina,Fall,Student Headcount,12,14,22,28,29,30,25,20,13,9
Carteret,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.50%,1.40%,1.40%,1.40%,1.30%,1.20%,1.20%,1.40%,1.40%,1.20%
Carteret,In-State,North Carolina,Fall,Student Headcount,174,172,169,181,182,178,183,211,219,188
Caswell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%
Caswell,In-State,North Carolina,Fall,Student Headcount,7,5,4,7,5,5,7,11,17,22
Catawba,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.10%,1.00%,0.80%,0.80%,0.80%,0.80%,0.90%,0.80%,0.80%,0.70%
Catawba,In-State,North Carolina,Fall,Student Headcount,124,119,102,102,106,120,134,117,130,117
Chatham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.30%,0.30%,0.40%,0.50%,0.70%,0.70%,0.80%,0.70%
Chatham,In-State,North Carolina,Fall,Student Headcount,27,34,34,40,49,77,100,115,122,118
Cherokee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.10%
Cherokee,In-State,North Carolina,Fall,Student Headcount,5,7,5,3,6,10,3,5,6,12
Chowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Chowan,In-State,North Carolina,Fall,Student Headcount,16,14,7,8,14,14,15,18,15,10
Clay,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%
Clay,In-State,North Carolina,Fall,Student Headcount,5,4,9,5,3,4,3,1,,2
Cleveland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.30%,0.30%,0.30%,0.50%,0.50%,0.30%,0.30%,0.40%
Cleveland,In-State,North Carolina,Fall,Student Headcount,41,42,41,38,45,77,67,52,49,58
Columbus,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.70%,0.60%,0.50%,0.40%,0.50%,0.50%,0.50%,0.60%,0.60%
Columbus,In-State,North Carolina,Fall,Student Headcount,89,86,72,61,58,78,78,78,91,92
Craven,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,1.10%,1.20%,1.20%,1.10%,1.00%,1.10%,1.10%,1.10%,1.00%
Craven,In-State,North Carolina,Fall,Student Headcount,114,126,155,154,147,143,162,174,170,153
Cumberland,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.20%,2.40%,2.60%,2.60%,2.40%,2.40%,2.20%,2.30%,2.00%,1.80%
Cumberland,In-State,North Carolina,Fall,Student Headcount,260,290,328,332,333,344,329,357,324,281
Currituck,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.30%,0.20%,0.30%,0.30%,0.30%,0.20%,0.20%,0.20%
Currituck,In-State,North Carolina,Fall,Student Headcount,29,27,32,31,39,39,41,37,30,26
Dare,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%,0.60%,0.50%
Dare,In-State,North Carolina,Fall,Student Headcount,75,70,74,78,87,90,93,93,90,84
Davidson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.80%,0.70%,0.60%,0.90%,0.90%,0.90%,1.00%,1.10%
Davidson,In-State,North Carolina,Fall,Student Headcount,79,88,94,88,85,127,136,139,157,179
Davie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.30%,0.40%,0.30%,0.40%,0.40%,0.40%,0.40%,0.40%
Davie,In-State,North Carolina,Fall,Student Headcount,42,43,43,50,48,55,54,67,67,71
Duplin,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,0.80%,0.80%,0.90%,1.00%,0.90%,0.80%,0.80%,1.00%,0.80%
Duplin,In-State,North Carolina,Fall,Student Headcount,112,92,94,112,131,136,123,126,155,131
Durham,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.40%,1.50%,1.50%,1.50%,1.50%,1.60%,1.80%,2.00%,2.10%,2.00%
Durham,In-State,North Carolina,Fall,Student Headcount,165,180,191,199,210,229,269,304,330,321
Edgecombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.20%
Edgecombe,In-State,North Carolina,Fall,Student Headcount,23,23,29,27,28,23,26,23,21,26
Forsyth,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.70%,2.40%,2.30%,2.40%,2.20%,2.00%,2.00%,2.10%,2.00%,2.30%
Forsyth,In-State,North Carolina,Fall,Student Headcount,316,289,281,310,302,296,297,324,317,360
Franklin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.40%,0.40%,0.40%,0.50%,0.50%,0.40%,0.50%,0.50%,0.50%
Franklin,In-State,North Carolina,Fall,Student Headcount,56,50,46,56,63,67,66,82,77,86
Gaston,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.90%,0.80%,0.80%,0.80%,0.80%,0.90%,0.90%,0.90%,1.00%
Gaston,In-State,North Carolina,Fall,Student Headcount,108,102,98,99,109,116,131,132,151,165
Gates,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Gates,In-State,North Carolina,Fall,Student Headcount,4,2,3,2,5,4,6,6,3,3
Graham,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Graham,In-State,North Carolina,Fall,Student Headcount,,,,2,1,3,1,2,1,2
