County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Alamance,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.90%,4.00%,3.90%,3.90%,4.00%,3.80%,3.90%,4.10%,4.20%,4.00%
Alamance,In-State,North Carolina,Fall,Student Headcount,642,660,660,691,717,700,735,761,763,700
Alexander,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Alexander,In-State,North Carolina,Fall,Student Headcount,26,17,17,20,21,15,22,18,23,19
Alleghany,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.10%,0.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Alleghany,In-State,North Carolina,Fall,Student Headcount,4,18,25,34,6,6,4,4,5,6
Anson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Anson,In-State,North Carolina,Fall,Student Headcount,27,30,29,20,22,21,20,19,17,17
Ashe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%
Ashe,In-State,North Carolina,Fall,Student Headcount,20,17,21,7,6,7,9,13,12,9
Avery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Avery,In-State,North Carolina,Fall,Student Headcount,8,4,3,1,1,2,2,2,2,3
Beaufort,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.60%,0.30%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Beaufort,In-State,North Carolina,Fall,Student Headcount,20,35,94,45,18,23,23,20,18,18
Bertie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Bertie,In-State,North Carolina,Fall,Student Headcount,11,13,12,14,15,20,15,15,21,17
Bladen,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.20%,0.10%,0.10%,0.00%,0.10%,0.10%,0.00%,0.00%
Bladen,In-State,North Carolina,Fall,Student Headcount,9,12,36,22,11,7,12,10,8,4
Brunswick,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.20%,0.30%,0.30%,0.30%,0.20%,0.20%
Brunswick,In-State,North Carolina,Fall,Student Headcount,48,43,59,52,42,56,51,52,41,36
Buncombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,1.00%,1.10%,1.00%,0.90%,1.00%,1.00%,1.00%,1.00%,1.10%
Buncombe,In-State,North Carolina,Fall,Student Headcount,166,164,194,172,168,182,178,185,180,189
Burke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.40%,0.40%,0.40%,0.40%,0.30%,0.40%,0.30%,0.40%,0.40%
Burke,In-State,North Carolina,Fall,Student Headcount,75,61,63,64,63,61,78,60,67,65
Cabarrus,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,1.00%,1.00%,1.00%,1.20%,1.30%,1.40%,1.50%,1.50%,1.60%
Cabarrus,In-State,North Carolina,Fall,Student Headcount,151,171,166,178,218,244,269,279,273,271
Caldwell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.40%,0.40%,0.40%,0.30%,0.40%,0.30%,0.30%,0.30%,0.30%
Caldwell,In-State,North Carolina,Fall,Student Headcount,54,60,63,68,60,77,61,65,56,48
Camden,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Camden,In-State,North Carolina,Fall,Student Headcount,7,5,7,4,3,3,3,5,6,4
Carteret,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%,0.10%,0.10%,0.20%,0.10%
Carteret,In-State,North Carolina,Fall,Student Headcount,47,39,42,38,37,39,22,25,29,25
Caswell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%
Caswell,In-State,North Carolina,Fall,Student Headcount,37,39,39,44,52,50,57,50,58,55
Catawba,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.30%,1.20%,1.00%,1.00%,1.00%,1.00%,0.90%,0.80%,0.80%,0.80%
Catawba,In-State,North Carolina,Fall,Student Headcount,215,191,175,181,186,177,166,149,142,133
Chatham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.90%,0.70%,0.90%,1.00%,0.90%,1.00%,1.00%,1.00%,1.00%
Chatham,In-State,North Carolina,Fall,Student Headcount,147,149,124,156,175,172,192,185,183,174
Cherokee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%
Cherokee,In-State,North Carolina,Fall,Student Headcount,16,23,18,16,11,10,10,6,8,8
Chowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Chowan,In-State,North Carolina,Fall,Student Headcount,4,5,7,7,7,6,5,4,4,4
Clay,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
Clay,In-State,North Carolina,Fall,Student Headcount,4,6,5,4,5,6,4,4,2,
Cleveland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.40%,0.60%,0.50%,0.50%,0.50%,0.50%,0.40%,0.40%
Cleveland,In-State,North Carolina,Fall,Student Headcount,85,80,68,99,85,86,96,91,77,76
Columbus,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.20%,0.20%,0.20%,0.10%,0.10%,0.10%
Columbus,In-State,North Carolina,Fall,Student Headcount,19,22,21,21,29,28,32,25,24,20
Craven,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.40%,0.40%,0.30%,0.40%,0.40%,0.40%,0.30%,0.30%
Craven,In-State,North Carolina,Fall,Student Headcount,55,54,72,62,61,65,75,66,59,53
Cumberland,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.50%,1.60%,1.80%,1.90%,1.80%,1.70%,1.70%,1.70%,1.80%,1.80%
Cumberland,In-State,North Carolina,Fall,Student Headcount,252,258,312,327,317,313,312,311,321,317
Currituck,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Currituck,In-State,North Carolina,Fall,Student Headcount,15,17,18,21,17,17,18,13,14,10
Dare,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.30%,0.30%,0.30%,0.20%,0.20%,0.10%,0.10%,0.10%
Dare,In-State,North Carolina,Fall,Student Headcount,33,43,48,50,47,43,38,28,23,22
Davidson,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.30%,2.20%,2.60%,3.00%,2.80%,2.90%,2.80%,2.80%,2.80%,2.80%
Davidson,In-State,North Carolina,Fall,Student Headcount,389,361,443,519,506,535,516,523,517,489
Davie,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.50%,0.50%,0.50%,0.60%,0.50%,0.50%,0.50%,0.50%,0.50%
Davie,In-State,North Carolina,Fall,Student Headcount,102,81,81,89,104,95,101,94,95,88
Duplin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%
Duplin,In-State,North Carolina,Fall,Student Headcount,23,25,29,24,21,22,17,20,25,25
Durham,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.00%,3.00%,3.10%,2.80%,3.10%,3.40%,3.40%,3.80%,4.20%,4.40%
Durham,In-State,North Carolina,Fall,Student Headcount,494,497,530,498,558,613,631,711,762,767
Edgecombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%,0.30%,0.20%
Edgecombe,In-State,North Carolina,Fall,Student Headcount,40,40,35,42,42,44,44,39,49,42
Forsyth,In-State,North Carolina,Fall,% of Total Student Headcount along County,8.60%,8.20%,8.30%,8.10%,8.40%,8.50%,8.60%,8.60%,8.90%,8.90%
Forsyth,In-State,North Carolina,Fall,Student Headcount,"1,437","1,342","1,406","1,424","1,514","1,549","1,603","1,606","1,618","1,560"
Franklin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.40%,0.40%,0.30%,0.30%,0.30%,0.40%
Franklin,In-State,North Carolina,Fall,Student Headcount,43,48,55,55,71,64,63,63,63,62
Gaston,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,1.00%,0.90%,0.80%,1.00%,1.00%,1.00%,0.90%,1.00%,0.80%
Gaston,In-State,North Carolina,Fall,Student Headcount,169,157,149,136,176,189,179,174,176,148
Gates,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Gates,In-State,North Carolina,Fall,Student Headcount,4,4,4,3,5,4,5,4,6,5
Graham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%
Graham,In-State,North Carolina,Fall,Student Headcount,1,1,1,,,3,3,3,4,6
Granville,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.40%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.60%
Granville,In-State,North Carolina,Fall,Student Headcount,87,74,73,85,82,88,90,86,87,96
Greene,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,0.00%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%
Greene,In-State,North Carolina,Fall,Student Headcount,5,5,9,7,13,14,12,9,6,5
Guilford,In-State,North Carolina,Fall,% of Total Student Headcount along County,32.70%,33.20%,30.60%,30.90%,28.70%,28.10%,26.90%,26.90%,25.40%,25.20%
Guilford,In-State,North Carolina,Fall,Student Headcount,"5,435","5,431","5,161","5,431","5,149","5,135","5,014","5,027","4,644","4,398"
