County,Residency,State,Term Type,,Fall 2012,Fall 2013,Fall 2014,Fall 2015,Fall 2016,Fall 2017,Fall 2018,Fall 2019,Fall 2020,Fall 2021
Columbus,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.40%,0.40%,0.40%,0.20%,0.30%,0.40%,0.30%,0.20%,0.30%
Columbus,In-State,North Carolina,Fall,Student Headcount,13,20,19,18,11,12,17,13,10,14
Craven,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.20%,0.10%,0.20%,0.20%,0.20%,0.20%,0.30%,0.40%
Craven,In-State,North Carolina,Fall,Student Headcount,10,8,8,7,8,11,10,9,14,18
Cumberland,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.50%,2.70%,2.40%,2.10%,2.30%,3.30%,3.40%,3.90%,4.30%,4.30%
Cumberland,In-State,North Carolina,Fall,Student Headcount,131,135,116,101,113,156,160,181,201,195
Currituck,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,,,,0.00%,,,,0.00%,0.10%
Currituck,In-State,North Carolina,Fall,Student Headcount,2,,,,1,,,,1,3
Dare,In-State,North Carolina,Fall,% of Total Student Headcount along County,,0.00%,0.00%,,,,0.00%,0.00%,,0.00%
Dare,In-State,North Carolina,Fall,Student Headcount,,1,2,,,,1,1,,1
Davidson,In-State,North Carolina,Fall,% of Total Student Headcount along County,2.00%,2.50%,2.10%,2.60%,2.30%,2.10%,2.50%,2.20%,2.20%,2.40%
Davidson,In-State,North Carolina,Fall,Student Headcount,104,122,102,124,112,99,118,102,103,108
Davie,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,1.10%,0.90%,0.80%,0.60%,0.80%,0.80%,0.70%,0.60%,0.50%
Davie,In-State,North Carolina,Fall,Student Headcount,50,53,43,37,31,39,36,32,29,25
Duplin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.30%,0.40%,0.40%,0.40%,0.40%,0.40%,0.30%,0.10%,0.20%
Duplin,In-State,North Carolina,Fall,Student Headcount,8,13,17,20,18,18,17,12,5,8
Durham,In-State,North Carolina,Fall,% of Total Student Headcount along County,3.60%,3.30%,3.50%,3.70%,3.60%,4.20%,4.60%,4.90%,5.00%,4.70%
Durham,In-State,North Carolina,Fall,Student Headcount,185,163,166,174,171,198,220,231,229,213
Edgecombe,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,1.10%,1.00%,0.90%,0.80%,1.00%,0.90%,0.90%,0.80%,0.90%
Edgecombe,In-State,North Carolina,Fall,Student Headcount,46,53,47,42,40,46,44,41,38,41
Forsyth,In-State,North Carolina,Fall,% of Total Student Headcount along County,28.30%,24.70%,21.70%,21.60%,19.70%,18.10%,17.90%,17.50%,16.20%,16.00%
Forsyth,In-State,North Carolina,Fall,Student Headcount,"1,463","1,217","1,037","1,018",948,852,856,820,748,731
Franklin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.40%,0.40%,0.30%,0.30%,0.20%,0.30%,0.40%,0.50%,0.70%
Franklin,In-State,North Carolina,Fall,Student Headcount,18,18,17,15,13,11,12,21,25,32
Gaston,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.30%,1.10%,1.60%,1.50%,1.40%,1.20%,1.20%,1.20%,1.30%,1.30%
Gaston,In-State,North Carolina,Fall,Student Headcount,67,56,75,73,66,58,57,55,59,59
Gates,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,,,,0.00%,0.00%,0.10%,0.10%,0.10%
Gates,In-State,North Carolina,Fall,Student Headcount,1,4,,,,1,2,4,5,4
Graham,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,,,,0.00%,0.00%,
Graham,In-State,North Carolina,Fall,Student Headcount,,,,,,,,1,2,
Granville,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.70%,0.60%,0.50%,0.60%,0.60%,0.60%,0.80%,0.80%,0.60%
Granville,In-State,North Carolina,Fall,Student Headcount,31,34,28,23,28,27,27,36,35,28
Greene,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%,0.30%,0.20%,0.20%
Greene,In-State,North Carolina,Fall,Student Headcount,17,14,15,11,9,10,11,12,11,8
Guilford,In-State,North Carolina,Fall,% of Total Student Headcount along County,10.50%,11.50%,11.60%,11.90%,12.10%,13.10%,12.00%,11.30%,11.30%,11.00%
Guilford,In-State,North Carolina,Fall,Student Headcount,541,568,556,563,582,618,574,529,522,502
Halifax,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.90%,1.00%,1.10%,1.10%,0.90%,0.80%,0.70%,0.80%,0.80%
Halifax,In-State,North Carolina,Fall,Student Headcount,41,42,46,54,51,41,37,32,37,36
Harnett,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.40%,0.40%,0.30%,0.30%,0.30%,0.40%,0.40%,0.50%,0.50%
Harnett,In-State,North Carolina,Fall,Student Headcount,24,19,18,14,16,16,19,19,24,21
Haywood,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.00%,0.10%,,,,,0.00%,0.00%
Haywood,In-State,North Carolina,Fall,Student Headcount,5,3,2,3,,,,,1,1
Henderson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.20%,0.20%,0.20%,0.10%,0.20%,0.00%,0.00%,0.10%,0.10%
Henderson,In-State,North Carolina,Fall,Student Headcount,5,8,8,8,4,8,2,2,4,4
Hertford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.50%,0.40%,0.40%,0.30%,0.30%,0.30%,0.40%
Hertford,In-State,North Carolina,Fall,Student Headcount,22,20,20,22,18,17,14,15,15,18
Hoke,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.50%,0.40%,0.50%,0.40%,0.50%,0.60%,0.70%,0.50%
Hoke,In-State,North Carolina,Fall,Student Headcount,21,18,22,20,24,21,24,27,33,22
Hyde,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,,0.00%,0.00%,,,
Hyde,In-State,North Carolina,Fall,Student Headcount,,,,,,1,1,,,
Iredell,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.30%,1.10%,1.10%,1.10%,1.10%,0.90%,1.20%,1.40%,1.40%,1.40%
Iredell,In-State,North Carolina,Fall,Student Headcount,67,56,55,54,53,43,56,66,67,66
Jackson,In-State,North Carolina,Fall,% of Total Student Headcount along County,,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.00%,0.00%
Jackson,In-State,North Carolina,Fall,Student Headcount,,2,1,1,2,2,3,3,2,2
Johnston,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.50%,0.40%,0.70%,0.80%,0.90%,0.90%,0.80%,0.70%
Johnston,In-State,North Carolina,Fall,Student Headcount,29,32,24,18,34,36,44,42,39,30
Jones,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%
Jones,In-State,North Carolina,Fall,Student Headcount,4,4,3,3,3,4,7,4,2,3
Lee,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.30%,0.30%,0.30%,0.40%,0.30%,0.30%,0.30%,0.30%
Lee,In-State,North Carolina,Fall,Student Headcount,13,13,12,14,16,18,16,13,13,12
Lenoir,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.90%,0.90%,1.00%,0.90%,0.80%,0.80%,0.70%,0.80%,0.70%
Lenoir,In-State,North Carolina,Fall,Student Headcount,41,43,42,45,44,37,39,35,35,33
Lincoln,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.30%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%,0.20%
Lincoln,In-State,North Carolina,Fall,Student Headcount,12,12,14,12,11,11,8,8,9,11
Macon,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%
Macon,In-State,North Carolina,Fall,Student Headcount,,,1,2,1,1,1,1,,2
Madison,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%
Madison,In-State,North Carolina,Fall,Student Headcount,3,7,5,2,1,2,2,2,1,3
Martin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.20%,0.30%,0.30%,0.30%,0.30%,0.30%,0.20%,0.20%
Martin,In-State,North Carolina,Fall,Student Headcount,7,7,9,12,13,16,15,12,8,7
Mcdowell,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.20%,0.10%,0.00%,0.10%,0.10%,0.10%,0.10%,0.10%
Mcdowell,In-State,North Carolina,Fall,Student Headcount,7,6,8,5,1,4,6,5,5,3
Mecklenburg,In-State,North Carolina,Fall,% of Total Student Headcount along County,12.30%,12.30%,13.80%,13.20%,13.60%,13.40%,13.90%,14.80%,15.80%,16.00%
Mecklenburg,In-State,North Carolina,Fall,Student Headcount,636,608,661,621,656,630,661,690,730,733
Mitchell,In-State,North Carolina,Fall,% of Total Student Headcount along County,,0.00%,0.00%,0.00%,0.10%,,,,,0.00%
Mitchell,In-State,North Carolina,Fall,Student Headcount,,1,2,1,3,,,,,1
Montgomery,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.20%,0.20%,0.30%,0.20%,0.20%,0.10%,0.10%,0.10%,0.20%
Montgomery,In-State,North Carolina,Fall,Student Headcount,13,9,11,13,8,8,5,4,6,7
Moore,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.70%,0.90%,0.80%,0.70%,0.50%,0.50%,0.30%,0.50%,0.40%
Moore,In-State,North Carolina,Fall,Student Headcount,37,34,44,36,32,22,24,13,22,17
Nash,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.00%,1.20%,1.20%,1.10%,1.10%,1.10%,1.00%,1.40%,1.40%,1.40%
Nash,In-State,North Carolina,Fall,Student Headcount,50,57,58,54,54,53,48,67,63,62
New Hanover,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.50%,0.50%,0.50%,0.70%,0.70%,0.60%,0.80%,0.60%,0.70%
New Hanover,In-State,North Carolina,Fall,Student Headcount,35,26,22,23,33,35,29,37,26,31
Northampton,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.20%,0.30%,0.20%,0.20%,0.20%,0.10%,0.20%,0.20%,0.20%
Northampton,In-State,North Carolina,Fall,Student Headcount,12,11,12,11,9,8,7,9,8,11
Onslow,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.30%,0.40%,0.30%,0.40%,0.40%,0.40%,0.70%,0.80%,0.80%
Onslow,In-State,North Carolina,Fall,Student Headcount,22,15,18,16,18,18,19,31,37,35
Orange,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.90%,0.90%,0.80%,0.70%,0.60%,0.70%,0.70%,0.60%,0.50%
Orange,In-State,North Carolina,Fall,Student Headcount,27,42,41,37,32,26,35,32,28,23
Pamlico,In-State,North Carolina,Fall,% of Total Student Headcount along County,,0.00%,0.00%,0.00%,,,0.00%,0.00%,0.00%,0.00%
Pamlico,In-State,North Carolina,Fall,Student Headcount,,1,1,1,,,1,1,1,1
Pasquotank,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.10%,0.00%,0.10%,0.00%
Pasquotank,In-State,North Carolina,Fall,Student Headcount,4,4,5,5,5,5,3,2,6,2
Pender,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.10%,0.10%,0.10%,0.20%,0.10%,0.10%,0.20%,0.30%
Pender,In-State,North Carolina,Fall,Student Headcount,4,4,7,6,3,9,4,7,10,15
Perquimans,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Perquimans,In-State,North Carolina,Fall,Student Headcount,1,2,1,,1,1,2,2,1,2
Person,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.30%,0.30%,0.30%,0.30%,0.40%,0.40%,0.30%,0.30%,0.30%
Person,In-State,North Carolina,Fall,Student Headcount,23,13,12,13,14,17,21,16,12,12
Pitt,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.90%,1.30%,1.20%,1.10%,1.10%,1.30%,1.30%,1.20%,1.60%
Pitt,In-State,North Carolina,Fall,Student Headcount,46,42,62,55,55,53,61,60,57,71
Polk,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.10%,,0.00%,0.00%,,,0.00%,0.00%
Polk,In-State,North Carolina,Fall,Student Headcount,1,1,4,,2,1,,,1,1
Randolph,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.70%,0.60%,0.90%,0.50%,0.70%,0.60%,0.60%,0.60%,0.50%
Randolph,In-State,North Carolina,Fall,Student Headcount,27,35,30,43,26,34,31,28,29,25
Richmond,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.50%,0.50%,0.60%,0.60%,0.60%,0.60%,0.50%,0.50%,0.50%,0.30%
Richmond,In-State,North Carolina,Fall,Student Headcount,24,26,30,28,29,28,23,24,21,12
Robeson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.70%,0.80%,0.80%,0.80%,0.80%,0.80%,0.80%,0.70%,0.70%,0.50%
Robeson,In-State,North Carolina,Fall,Student Headcount,36,39,37,40,39,38,40,33,32,25
Rockingham,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.90%,0.70%,0.90%,0.90%,0.80%,0.90%,0.90%,1.10%,1.10%,1.00%
Rockingham,In-State,North Carolina,Fall,Student Headcount,45,37,45,42,37,42,45,53,53,48
Rowan,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.70%,1.60%,1.50%,1.30%,1.40%,1.10%,1.00%,1.00%,0.80%,0.70%
Rowan,In-State,North Carolina,Fall,Student Headcount,86,78,72,62,65,54,47,48,37,32
Rutherford,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.20%,0.30%,0.20%,0.20%,0.40%,0.50%,0.40%,0.40%,0.50%
Rutherford,In-State,North Carolina,Fall,Student Headcount,15,9,15,10,9,18,24,19,20,23
Sampson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.20%,0.10%,0.10%,0.20%,0.20%,0.30%,0.30%,0.30%,0.40%,0.30%
Sampson,In-State,North Carolina,Fall,Student Headcount,8,6,3,9,9,16,12,16,18,13
Scotland,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.60%,0.50%,0.50%,0.40%,0.40%,0.30%,0.40%,0.60%
Scotland,In-State,North Carolina,Fall,Student Headcount,22,21,31,25,22,17,20,16,19,29
Stanly,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.40%,0.40%,0.40%,0.40%,0.30%,0.30%,0.20%,0.20%,0.30%
Stanly,In-State,North Carolina,Fall,Student Headcount,22,19,18,17,18,13,12,9,11,16
Stokes,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.20%,1.20%,1.10%,1.10%,0.90%,0.90%,0.90%,0.80%,0.70%,0.70%
Stokes,In-State,North Carolina,Fall,Student Headcount,60,57,53,51,45,43,45,37,31,33
Surry,In-State,North Carolina,Fall,% of Total Student Headcount along County,1.10%,1.20%,0.90%,0.80%,0.80%,1.00%,0.80%,0.90%,0.70%,0.50%
Surry,In-State,North Carolina,Fall,Student Headcount,55,57,45,36,40,45,36,42,32,22
Swain,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,
Swain,In-State,North Carolina,Fall,Student Headcount,1,1,1,1,2,2,,,,
Transylvania,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.00%,0.10%,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%
Transylvania,In-State,North Carolina,Fall,Student Headcount,2,3,4,6,5,2,2,1,1,1
Tyrrell,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,0.00%,0.00%,,,,,
Tyrrell,In-State,North Carolina,Fall,Student Headcount,,,,1,1,,,,,
Union,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,1.00%,1.40%,1.10%,0.80%,0.70%,0.90%,1.20%,1.30%,1.40%
Union,In-State,North Carolina,Fall,Student Headcount,40,49,67,50,37,32,42,55,58,65
Vance,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.50%,0.60%,0.70%,0.70%,0.80%,0.70%,0.60%,0.50%,0.50%
Vance,In-State,North Carolina,Fall,Student Headcount,32,24,29,35,35,36,35,28,23,22
Wake,In-State,North Carolina,Fall,% of Total Student Headcount along County,5.60%,6.00%,5.90%,6.10%,6.80%,6.80%,7.70%,7.60%,7.80%,8.40%
Wake,In-State,North Carolina,Fall,Student Headcount,289,294,283,289,326,320,369,355,363,385
Warren,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.30%,0.30%,0.40%,0.30%,0.40%,0.40%,0.30%,0.30%,0.20%
Warren,In-State,North Carolina,Fall,Student Headcount,21,15,15,18,14,17,19,16,15,10
Washington,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.10%,0.20%,0.20%,0.20%,0.30%,0.30%,0.30%,0.30%,0.30%
Washington,In-State,North Carolina,Fall,Student Headcount,7,5,10,9,11,14,16,14,16,13
Watauga,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Watauga,In-State,North Carolina,Fall,Student Headcount,6,1,1,1,1,2,1,2,2,1
Wayne,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.80%,0.70%,0.60%,0.70%,0.90%,1.10%,1.20%,1.20%,0.80%,1.00%
Wayne,In-State,North Carolina,Fall,Student Headcount,42,34,31,35,45,50,57,55,37,44
Wilkes,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.30%,0.30%,0.20%,0.40%,0.30%,0.20%,0.20%,0.20%,0.20%,0.20%
Wilkes,In-State,North Carolina,Fall,Student Headcount,16,14,11,17,15,11,8,8,9,10
Wilson,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.40%,0.60%,0.60%,0.60%,0.60%,0.80%,0.90%,1.10%,1.10%,1.20%
Wilson,In-State,North Carolina,Fall,Student Headcount,22,29,28,30,30,39,45,53,51,55
Yadkin,In-State,North Carolina,Fall,% of Total Student Headcount along County,0.60%,0.60%,0.40%,0.50%,0.40%,0.40%,0.30%,0.30%,0.40%,0.30%
Yadkin,In-State,North Carolina,Fall,Student Headcount,29,28,20,23,21,18,16,15,18,13
Yancey,In-State,North Carolina,Fall,% of Total Student Headcount along County,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
Yancey,In-State,North Carolina,Fall,Student Headcount,,1,,2,2,1,1,1,2,
Unknown NC,In-State,North Carolina,Fall,% of Total Student Headcount along County,,,,,2.70%,2.30%,1.50%,0.40%,0.30%,0.30%
Unknown NC,In-State,North Carolina,Fall,Student Headcount,,,,,131,107,72,17,12,13
